#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000022_00879	718252.FP2_10070	1.72e-142	409.0	COG1694@1|root,COG3956@2|Bacteria,1TPK1@1239|Firmicutes,247XM@186801|Clostridia,3WHY1@541000|Ruminococcaceae	186801|Clostridia	S	MazG family	mazG	-	3.6.1.66	ko:K02428,ko:K02499	ko00230,map00230	-	R00426,R00720,R01855,R02100,R02720,R03531	RC00002	ko00000,ko00001,ko01000,ko03036	-	-	-	DUF429,MazG,TP_methylase
MGYG000000022_02598	657322.FPR_24410	1.99e-200	563.0	COG0750@1|root,COG0750@2|Bacteria,1TPMC@1239|Firmicutes,247MT@186801|Clostridia,3WGQW@541000|Ruminococcaceae	186801|Clostridia	M	Metalloprotease	rseP	-	-	ko:K11749	ko02024,ko04112,map02024,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	PDZ,PDZ_2,Peptidase_M50
MGYG000000022_01958	411483.FAEPRAA2165_00640	9.47e-207	587.0	2DBS1@1|root,2ZANX@2|Bacteria,1UZPQ@1239|Firmicutes,24D5T@186801|Clostridia,3WMAI@541000|Ruminococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000022_01626	411483.FAEPRAA2165_00230	4.82e-186	517.0	COG0340@1|root,COG0340@2|Bacteria,1VDES@1239|Firmicutes,24NB4@186801|Clostridia,3WM74@541000|Ruminococcaceae	186801|Clostridia	H	biotin acetyl-CoA-carboxylase ligase	birA	-	6.3.4.15	ko:K03524	ko00780,ko01100,map00780,map01100	-	R01074,R05145	RC00043,RC00070,RC00096,RC02896	ko00000,ko00001,ko01000,ko03000	-	-	-	BPL_C,BPL_LplA_LipB,HTH_11
MGYG000000022_02891	411483.FAEPRAA2165_03530	1.26e-56	176.0	COG1028@1|root,COG1028@2|Bacteria,1TPZ8@1239|Firmicutes,24903@186801|Clostridia,3WHXZ@541000|Ruminococcaceae	186801|Clostridia	IQ	Psort location Cytoplasmic, score	-	-	1.1.1.69	ko:K00046	-	-	-	-	ko00000,ko01000	-	-	-	adh_short_C2
MGYG000000022_01054	585394.RHOM_13590	2.44e-33	116.0	COG2909@1|root,COG2909@2|Bacteria,1VGAF@1239|Firmicutes,24SMP@186801|Clostridia	186801|Clostridia	K	trisaccharide binding	-	-	-	-	-	-	-	-	-	-	-	-	HTH_17
MGYG000000022_02032	411483.FAEPRAA2165_02839	3.07e-33	115.0	COG0255@1|root,COG0255@2|Bacteria,1VEME@1239|Firmicutes,24QV1@186801|Clostridia,3WKVV@541000|Ruminococcaceae	186801|Clostridia	J	Belongs to the universal ribosomal protein uL29 family	rpmC	-	-	ko:K02904	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L29
MGYG000000022_02214	1519439.JPJG01000008_gene1197	6.4e-236	650.0	COG2110@1|root,COG2110@2|Bacteria,1TPCU@1239|Firmicutes,24ARG@186801|Clostridia,2N7GX@216572|Oscillospiraceae	186801|Clostridia	S	Macro domain	-	-	-	-	-	-	-	-	-	-	-	-	Macro
MGYG000000022_01621	718252.FP2_19870	2.97e-220	609.0	COG1774@1|root,COG1774@2|Bacteria,1TP1V@1239|Firmicutes,247Q6@186801|Clostridia,3WHA4@541000|Ruminococcaceae	186801|Clostridia	S	PSP1 C-terminal domain protein	yaaT	-	-	-	-	-	-	-	-	-	-	-	PSP1
MGYG000000022_00911	748224.HMPREF9436_02422	0.0	926.0	COG0034@1|root,COG0034@2|Bacteria,1TPH3@1239|Firmicutes,247RF@186801|Clostridia,3WH6T@541000|Ruminococcaceae	186801|Clostridia	F	Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine	purF	-	2.4.2.14	ko:K00764	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130	M00048	R01072	RC00010,RC02724,RC02752	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GATase_6,GATase_7,Pribosyltran
MGYG000000022_01349	411483.FAEPRAA2165_01548	1.04e-199	572.0	COG0223@1|root,COG0223@2|Bacteria,1TQ32@1239|Firmicutes,248ED@186801|Clostridia,3WGPQ@541000|Ruminococcaceae	186801|Clostridia	J	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	fmt	-	2.1.2.9	ko:K00604	ko00670,ko00970,map00670,map00970	-	R03940	RC00026,RC00165	ko00000,ko00001,ko01000	-	-	-	Formyl_trans_C,Formyl_trans_N
MGYG000000022_00912	411483.FAEPRAA2165_01358	4.64e-253	694.0	COG0150@1|root,COG0150@2|Bacteria,1TP9J@1239|Firmicutes,248BT@186801|Clostridia,3WHKH@541000|Ruminococcaceae	186801|Clostridia	F	Phosphoribosylformylglycinamidine cyclo-ligase	purM	-	6.3.3.1	ko:K01933	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04208	RC01100	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C
MGYG000000022_00143	411483.FAEPRAA2165_03140	0.0	1199.0	COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1TP9A@1239|Firmicutes,248M4@186801|Clostridia,3WGFQ@541000|Ruminococcaceae	186801|Clostridia	L	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	HNH,Intron_maturas2,RVT_1
MGYG000000022_00951	748224.HMPREF9436_00886	3e-139	403.0	COG0330@1|root,COG0330@2|Bacteria,1TPXU@1239|Firmicutes,248MP@186801|Clostridia,3WH9Z@541000|Ruminococcaceae	186801|Clostridia	O	SPFH Band 7 PHB domain protein	qmcA	-	-	-	-	-	-	-	-	-	-	-	Band_7
MGYG000000022_01712	411483.FAEPRAA2165_00341	1.82e-316	865.0	COG0534@1|root,COG0534@2|Bacteria,1TQMT@1239|Firmicutes,249WJ@186801|Clostridia,3WHZE@541000|Ruminococcaceae	186801|Clostridia	V	MATE efflux family protein	-	-	-	-	-	-	-	-	-	-	-	-	MatE
MGYG000000022_01725	411483.FAEPRAA2165_00356	4e-130	370.0	COG1116@1|root,COG1116@2|Bacteria,1VAD8@1239|Firmicutes,24GFE@186801|Clostridia,3WK2M@541000|Ruminococcaceae	186801|Clostridia	P	ATPases associated with a variety of cellular activities	-	-	-	ko:K02049	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	ABC_tran
MGYG000000022_02031	748224.HMPREF9436_00361	2.38e-47	152.0	COG0186@1|root,COG0186@2|Bacteria,1V9YC@1239|Firmicutes,24MSW@186801|Clostridia,3WJV0@541000|Ruminococcaceae	186801|Clostridia	J	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA	rpsQ	-	-	ko:K02961	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S17
MGYG000000022_01702	748224.HMPREF9436_02291	8.1e-264	731.0	COG0505@1|root,COG0505@2|Bacteria,1TQ8N@1239|Firmicutes,247Q8@186801|Clostridia,3WH1G@541000|Ruminococcaceae	186801|Clostridia	F	Belongs to the CarA family	carA	-	6.3.5.5	ko:K01956	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	-	CPSase_sm_chain,GATase
MGYG000000022_01740	657322.FPR_15890	0.0	1104.0	COG0028@1|root,COG0028@2|Bacteria,1TQE8@1239|Firmicutes,2480U@186801|Clostridia,3WHFZ@541000|Ruminococcaceae	186801|Clostridia	H	acetolactate synthase large subunit	ilvB	-	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
MGYG000000022_00948	718252.FP2_15830	2.16e-270	751.0	COG2239@1|root,COG2239@2|Bacteria,1TP4V@1239|Firmicutes,2481R@186801|Clostridia,3WG82@541000|Ruminococcaceae	186801|Clostridia	P	Acts as a magnesium transporter	mgtE	-	-	ko:K06213	-	-	-	-	ko00000,ko02000	1.A.26.1	-	-	CBS,MgtE,MgtE_N
MGYG000000022_00385	411483.FAEPRAA2165_01054	3.78e-87	257.0	COG1321@1|root,COG1321@2|Bacteria,1VH4R@1239|Firmicutes,24SPR@186801|Clostridia,3WMMY@541000|Ruminococcaceae	186801|Clostridia	K	Iron dependent repressor, N-terminal DNA binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Fe_dep_repress,MarR_2
MGYG000000022_01000	657322.FPR_07200	1.03e-70	217.0	COG2337@1|root,COG2337@2|Bacteria,1V6DK@1239|Firmicutes,24MWU@186801|Clostridia,3WPMW@541000|Ruminococcaceae	186801|Clostridia	L	Toxic component of a toxin-antitoxin (TA) module	-	-	-	ko:K07171	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	PemK_toxin
MGYG000000022_01998	411483.FAEPRAA2165_02804	0.0	1172.0	COG0583@1|root,COG2365@1|root,COG0583@2|Bacteria,COG2365@2|Bacteria,1V851@1239|Firmicutes,24P75@186801|Clostridia,3WM6J@541000|Ruminococcaceae	186801|Clostridia	K	Pfam:Y_phosphatase3C	-	-	3.1.3.48	ko:K01104	-	-	-	-	ko00000,ko01000	-	-	-	HTH_1,LysR_substrate,Y_phosphatase3
MGYG000000022_00221	748224.HMPREF9436_02192	2.1e-81	243.0	COG0236@1|root,COG0236@2|Bacteria,1VMEW@1239|Firmicutes,24WDM@186801|Clostridia	186801|Clostridia	IQ	Acyl carrier protein	-	-	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
MGYG000000022_01270	411483.FAEPRAA2165_01642	4.79e-179	500.0	COG3503@1|root,COG3503@2|Bacteria,1V8H3@1239|Firmicutes,24JRC@186801|Clostridia,3WJIA@541000|Ruminococcaceae	186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF1624
MGYG000000022_02271	411483.FAEPRAA2165_00802	0.0	877.0	COG2211@1|root,COG2211@2|Bacteria,1TRA5@1239|Firmicutes,24ABB@186801|Clostridia,3WH2E@541000|Ruminococcaceae	186801|Clostridia	G	Transporter, major facilitator family protein	-	-	-	ko:K03292	-	-	-	-	ko00000	2.A.2	-	-	MFS_2
MGYG000000022_02839	411483.FAEPRAA2165_02260	2.85e-122	349.0	COG1335@1|root,COG1335@2|Bacteria,1V24R@1239|Firmicutes,24A32@186801|Clostridia,3WISP@541000|Ruminococcaceae	186801|Clostridia	Q	Isochorismatase family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3,Isochorismatase
MGYG000000022_02039	657322.FPR_11490	8.77e-144	405.0	COG0088@1|root,COG0088@2|Bacteria,1TPGW@1239|Firmicutes,248SY@186801|Clostridia,3WGQT@541000|Ruminococcaceae	186801|Clostridia	J	Forms part of the polypeptide exit tunnel	rplD	-	-	ko:K02926	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L4
MGYG000000022_01036	411483.FAEPRAA2165_02024	9.32e-193	536.0	28HUM@1|root,2Z81B@2|Bacteria,1TNZ2@1239|Firmicutes,248SU@186801|Clostridia,3WIBH@541000|Ruminococcaceae	186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	TrbL
MGYG000000022_00375	411483.FAEPRAA2165_01067	0.0	1615.0	COG0577@1|root,COG1511@1|root,COG0577@2|Bacteria,COG1511@2|Bacteria,1TPHU@1239|Firmicutes,248RV@186801|Clostridia,3WGNX@541000|Ruminococcaceae	186801|Clostridia	V	Efflux ABC transporter, permease protein	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
MGYG000000022_01671	411483.FAEPRAA2165_00289	0.0	889.0	COG1362@1|root,COG1362@2|Bacteria,1TQ3Z@1239|Firmicutes,248UP@186801|Clostridia,3WH7R@541000|Ruminococcaceae	186801|Clostridia	E	M18 family aminopeptidase	apeB	-	3.4.11.21	ko:K01267	-	-	-	-	ko00000,ko01000,ko01002,ko04131	-	-	-	PMSR,Peptidase_M18
MGYG000000022_02382	657322.FPR_05350	3.96e-231	644.0	COG0303@1|root,COG0303@2|Bacteria,1TQJ8@1239|Firmicutes,248WP@186801|Clostridia,3WIJX@541000|Ruminococcaceae	186801|Clostridia	H	MoeA C-terminal region (domain IV)	moeA	-	2.10.1.1	ko:K03750	ko00790,ko01100,map00790,map01100	-	R09735	RC03462	ko00000,ko00001,ko01000	-	-	-	MoCF_biosynth,MoeA_C,MoeA_N,NTP_transf_3
MGYG000000022_00972	411483.FAEPRAA2165_01433	2.48e-71	215.0	2D04F@1|root,32T7R@2|Bacteria,1VBXI@1239|Firmicutes,24N5C@186801|Clostridia,3WK16@541000|Ruminococcaceae	186801|Clostridia	S	Protein of unknown function (DUF2500)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2500
MGYG000000022_00138	411483.FAEPRAA2165_02049	3.53e-100	291.0	28I1B@1|root,2Z93C@2|Bacteria,1V2QY@1239|Firmicutes,24AVG@186801|Clostridia,3WKZC@541000|Ruminococcaceae	186801|Clostridia	S	Protein of unknown function (DUF3801)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3801
MGYG000000022_01014	411483.FAEPRAA2165_02049	3.53e-100	291.0	28I1B@1|root,2Z93C@2|Bacteria,1V2QY@1239|Firmicutes,24AVG@186801|Clostridia,3WKZC@541000|Ruminococcaceae	186801|Clostridia	S	Protein of unknown function (DUF3801)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3801
MGYG000000022_00097	748224.HMPREF9436_03306	9.01e-161	454.0	COG0834@1|root,COG0834@2|Bacteria,1TT16@1239|Firmicutes,24CEZ@186801|Clostridia,3WIYH@541000|Ruminococcaceae	186801|Clostridia	ET	Belongs to the bacterial solute-binding protein 3 family	artP	-	-	ko:K02029,ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3,TAT_signal
MGYG000000022_01134	411471.SUBVAR_06091	3.25e-74	226.0	COG1595@1|root,COG1595@2|Bacteria,1V8GV@1239|Firmicutes,25B12@186801|Clostridia,3WS5Z@541000|Ruminococcaceae	186801|Clostridia	K	Sigma-70 region 2	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4_2
MGYG000000022_01135	411471.SUBVAR_06091	3.25e-74	226.0	COG1595@1|root,COG1595@2|Bacteria,1V8GV@1239|Firmicutes,25B12@186801|Clostridia,3WS5Z@541000|Ruminococcaceae	186801|Clostridia	K	Sigma-70 region 2	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4_2
MGYG000000022_00223	411483.FAEPRAA2165_02877	4.74e-218	603.0	COG0340@1|root,COG1654@1|root,COG0340@2|Bacteria,COG1654@2|Bacteria,1TQCU@1239|Firmicutes,248CK@186801|Clostridia,3WHDB@541000|Ruminococcaceae	186801|Clostridia	HK	Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor	birA	-	6.3.4.15	ko:K03524	ko00780,ko01100,map00780,map01100	-	R01074,R05145	RC00043,RC00070,RC00096,RC02896	ko00000,ko00001,ko01000,ko03000	-	-	-	BPL_C,BPL_LplA_LipB,HTH_11
MGYG000000022_00781	411483.FAEPRAA2165_01860	1.02e-249	689.0	COG0577@1|root,COG0577@2|Bacteria,1TPUU@1239|Firmicutes,2483J@186801|Clostridia,3WGNK@541000|Ruminococcaceae	186801|Clostridia	V	Efflux ABC transporter, permease protein	macB1	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
MGYG000000022_00289	411483.FAEPRAA2165_01172	4.53e-173	488.0	COG1173@1|root,COG1173@2|Bacteria,1TP4R@1239|Firmicutes,2489T@186801|Clostridia,3WJDM@541000|Ruminococcaceae	186801|Clostridia	EP	ABC-type dipeptide oligopeptide nickel transport systems, permease components	-	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1,OppC_N
MGYG000000022_01567	411483.FAEPRAA2165_00154	1.25e-70	212.0	2DSIC@1|root,33G98@2|Bacteria,1VPJJ@1239|Firmicutes,24W0J@186801|Clostridia	186801|Clostridia	S	TM2 domain	-	-	-	-	-	-	-	-	-	-	-	-	TM2
MGYG000000022_00516	411483.FAEPRAA2165_00853	3.1e-117	335.0	2CHRP@1|root,2Z96C@2|Bacteria,1UBDQ@1239|Firmicutes,24TU6@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000022_02152	411483.FAEPRAA2165_02613	0.0	929.0	COG1167@1|root,COG1167@2|Bacteria,1TPS5@1239|Firmicutes,248ZB@186801|Clostridia,3WHQS@541000|Ruminococcaceae	186801|Clostridia	K	Transcriptional regulator, GntR family	-	-	-	ko:K00375	-	-	-	-	ko00000,ko03000	-	-	-	Aminotran_1_2,GntR
MGYG000000022_01974	411483.FAEPRAA2165_00658	8.08e-252	690.0	COG2008@1|root,COG2008@2|Bacteria,1TPZI@1239|Firmicutes,248TR@186801|Clostridia,3WH25@541000|Ruminococcaceae	186801|Clostridia	E	Beta-eliminating lyase	ltaE	-	4.1.2.48	ko:K01620	ko00260,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map01100,map01110,map01120,map01130,map01230	-	R00751,R06171	RC00312,RC00372	ko00000,ko00001,ko01000	-	-	-	AAA_35,Beta_elim_lyase
MGYG000000022_02752	411483.FAEPRAA2165_03504	2.86e-125	360.0	COG1191@1|root,COG1191@2|Bacteria,1V296@1239|Firmicutes,24GTU@186801|Clostridia,3WGPV@541000|Ruminococcaceae	186801|Clostridia	K	Belongs to the sigma-70 factor family	sigF	-	-	ko:K03091	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r3,Sigma70_r4
MGYG000000022_01788	411483.FAEPRAA2165_00440	2.25e-240	660.0	COG0500@1|root,COG2226@2|Bacteria	2|Bacteria	Q	methyltransferase	tehB	-	2.1.1.265	ko:K16868	-	-	-	-	ko00000,ko01000	-	-	-	DUF1971,DUF4062,Dimerisation2,Gal-3-0_sulfotr,MerR_1,Methyltransf_11,Methyltransf_12,Methyltransf_14,Methyltransf_2,Methyltransf_23,Methyltransf_25,Methyltransf_31,N2227,Sulfotransfer_1,Sulfotransfer_2,TehB
MGYG000000022_01012	411483.FAEPRAA2165_02059	1.25e-33	117.0	2CDEH@1|root,333ZN@2|Bacteria,1VEH3@1239|Firmicutes,24RT0@186801|Clostridia,3WQPR@541000|Ruminococcaceae	186801|Clostridia	S	Maff2 family	-	-	-	-	-	-	-	-	-	-	-	-	Maff2
MGYG000000022_02413	411483.FAEPRAA2165_01228	9.77e-255	699.0	COG1474@1|root,COG1474@2|Bacteria,1UHVJ@1239|Firmicutes,25E4E@186801|Clostridia,3WGJ4@541000|Ruminococcaceae	186801|Clostridia	LO	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000022_01267	411483.FAEPRAA2165_01645	1.17e-46	149.0	291XB@1|root,2ZPGX@2|Bacteria,1W4VH@1239|Firmicutes,255C3@186801|Clostridia,3WQUH@541000|Ruminococcaceae	186801|Clostridia	S	Domain of Unknown Function (DUF1540)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1540
MGYG000000022_00281	411483.FAEPRAA2165_01181	0.0	958.0	COG3185@1|root,COG3185@2|Bacteria,1TQT2@1239|Firmicutes,249CY@186801|Clostridia	186801|Clostridia	E	Acyclic terpene utilisation family protein AtuA	-	-	-	-	-	-	-	-	-	-	-	-	AtuA
MGYG000000022_01972	411483.FAEPRAA2165_00656	1.5e-272	751.0	COG1301@1|root,COG1301@2|Bacteria,1TPME@1239|Firmicutes,247UX@186801|Clostridia,3WNKV@541000|Ruminococcaceae	186801|Clostridia	P	Sodium:dicarboxylate symporter family	-	-	-	-	-	-	-	-	-	-	-	-	SDF
MGYG000000022_00862	411483.FAEPRAA2165_01946	2.08e-94	276.0	COG1846@1|root,COG1846@2|Bacteria,1V461@1239|Firmicutes,24HF7@186801|Clostridia,3WJ7N@541000|Ruminococcaceae	186801|Clostridia	K	Iron dependent repressor, N-terminal DNA binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Fe_dep_repress,HTH_27,MarR_2
MGYG000000022_02328	411483.FAEPRAA2165_00737	2.34e-81	243.0	2DM5I@1|root,31T37@2|Bacteria,1V6J6@1239|Firmicutes,24K9S@186801|Clostridia,3WJPG@541000|Ruminococcaceae	186801|Clostridia	S	SseB protein N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	SseB
MGYG000000022_02788	411483.FAEPRAA2165_00660	0.0	1683.0	COG0574@1|root,COG1080@1|root,COG0574@2|Bacteria,COG1080@2|Bacteria,1TPK8@1239|Firmicutes,247RW@186801|Clostridia,3WG9W@541000|Ruminococcaceae	186801|Clostridia	G	Belongs to the PEP-utilizing enzyme family	ppdK	-	2.7.9.1	ko:K01006	ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173	R00206	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
MGYG000000022_00327	657322.FPR_15790	1.27e-118	356.0	COG0561@1|root,COG0561@2|Bacteria,1TRXT@1239|Firmicutes,24SES@186801|Clostridia,3WRI6@541000|Ruminococcaceae	186801|Clostridia	S	haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
MGYG000000022_02864	411483.FAEPRAA2165_02761	0.0	1011.0	COG1621@1|root,COG1621@2|Bacteria,1TPAE@1239|Firmicutes,247UU@186801|Clostridia,3WHUY@541000|Ruminococcaceae	186801|Clostridia	G	Belongs to the glycosyl hydrolase 32 family	-	-	3.2.1.26	ko:K01193	ko00052,ko00500,ko01100,map00052,map00500,map01100	-	R00801,R00802,R02410,R03635,R03921,R06088	RC00028,RC00077	ko00000,ko00001,ko01000	-	GH32	-	Glyco_hydro_32C,Glyco_hydro_32N
MGYG000000022_02584	411483.FAEPRAA2165_02143	4.23e-207	574.0	COG0083@1|root,COG0083@2|Bacteria,1TRWS@1239|Firmicutes,248NA@186801|Clostridia,3WH2P@541000|Ruminococcaceae	186801|Clostridia	H	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate	thrB	-	2.7.1.39	ko:K00872	ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230	M00018	R01771	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS03525	GHMP_kinases_C,GHMP_kinases_N
MGYG000000022_02184	411483.FAEPRAA2165_02650	0.0	916.0	COG5492@1|root,COG5492@2|Bacteria,1TS8J@1239|Firmicutes,24A7I@186801|Clostridia,3WSMP@541000|Ruminococcaceae	186801|Clostridia	N	Leucine rich repeats (6 copies)	-	-	-	-	-	-	-	-	-	-	-	-	Big_2,Big_3,CW_binding_1,ChW,Flg_new,He_PIG,LRR_5,SLH,fn3
MGYG000000022_00299	411483.FAEPRAA2165_01163	0.0	1601.0	COG2909@1|root,COG2909@2|Bacteria,1TT0M@1239|Firmicutes,24BMZ@186801|Clostridia,3WHDT@541000|Ruminococcaceae	186801|Clostridia	K	helix_turn_helix, Lux Regulon	-	-	-	-	-	-	-	-	-	-	-	-	AAA_22,GerE
MGYG000000022_02559	1121115.AXVN01000050_gene3081	0.0	1314.0	COG0550@1|root,COG0550@2|Bacteria,1TPJD@1239|Firmicutes,24810@186801|Clostridia,3XZP7@572511|Blautia	186801|Clostridia	L	Psort location Cytoplasmic, score 8.87	topB	-	5.99.1.2	ko:K03169	-	-	-	-	ko00000,ko01000,ko03032	-	-	-	Topoisom_bac,Toprim,Toprim_Crpt
MGYG000000022_01339	657322.FPR_29460	1.32e-309	853.0	COG4100@1|root,COG4100@2|Bacteria,1TQ88@1239|Firmicutes,247Y4@186801|Clostridia,3WGF6@541000|Ruminococcaceae	186801|Clostridia	P	Cystathionine beta-lyase family protein involved in aluminum resistance	ynbB	-	-	-	-	-	-	-	-	-	-	-	Met_gamma_lyase
MGYG000000022_01048	1232443.BAIA02000032_gene1919	2.63e-144	407.0	28JWN@1|root,2Z9MA@2|Bacteria,1TSYA@1239|Firmicutes,24AD4@186801|Clostridia,269E6@186813|unclassified Clostridiales	186801|Clostridia	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000022_02245	1226322.HMPREF1545_00634	7.95e-81	240.0	28PED@1|root,2ZXK1@2|Bacteria,1V62A@1239|Firmicutes,24ITH@186801|Clostridia,2N8D5@216572|Oscillospiraceae	186801|Clostridia	S	PrgI family protein	-	-	-	-	-	-	-	-	-	-	-	-	PrgI
MGYG000000022_00129	411483.FAEPRAA2165_03124	1.43e-260	730.0	COG1996@1|root,COG1996@2|Bacteria,1UI9I@1239|Firmicutes,248XK@186801|Clostridia,3WHNV@541000|Ruminococcaceae	186801|Clostridia	K	Psort location Cytoplasmic, score 8.87	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000022_00128	411483.FAEPRAA2165_03124	1.43e-260	730.0	COG1996@1|root,COG1996@2|Bacteria,1UI9I@1239|Firmicutes,248XK@186801|Clostridia,3WHNV@541000|Ruminococcaceae	186801|Clostridia	K	Psort location Cytoplasmic, score 8.87	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000022_00372	718252.FP2_24800	3.82e-224	632.0	COG4177@1|root,COG4177@2|Bacteria,1TPMZ@1239|Firmicutes,248WH@186801|Clostridia,3WHKQ@541000|Ruminococcaceae	186801|Clostridia	E	Belongs to the binding-protein-dependent transport system permease family	livM	-	-	ko:K01998	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
MGYG000000022_00373	718252.FP2_24800	3.82e-224	632.0	COG4177@1|root,COG4177@2|Bacteria,1TPMZ@1239|Firmicutes,248WH@186801|Clostridia,3WHKQ@541000|Ruminococcaceae	186801|Clostridia	E	Belongs to the binding-protein-dependent transport system permease family	livM	-	-	ko:K01998	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
MGYG000000022_01914	411483.FAEPRAA2165_00592	3.82e-143	405.0	COG0671@1|root,COG0671@2|Bacteria,1V0H7@1239|Firmicutes,25D3K@186801|Clostridia,3WSFS@541000|Ruminococcaceae	186801|Clostridia	I	PAP2 superfamily	-	-	3.6.1.27	ko:K19302	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	PAP2
