#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000001881_00534	349741.Amuc_1998	0.0	1328.0	COG0072@1|root,COG0073@1|root,COG0072@2|Bacteria,COG0073@2|Bacteria,46SDG@74201|Verrucomicrobia,2ITHP@203494|Verrucomicrobiae	203494|Verrucomicrobiae	J	B3/4 domain	pheT	-	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	B3_4,B5,FDX-ACB,tRNA_bind
MGYG000001881_00537	1260356.D920_02936	1.62e-64	201.0	COG0454@1|root,COG0456@2|Bacteria,1VAAF@1239|Firmicutes,4HKBJ@91061|Bacilli,4B3HM@81852|Enterococcaceae	91061|Bacilli	K	Acetyltransferase (GNAT) domain	-	-	-	ko:K03827	-	-	-	-	ko00000,ko01000	-	-	-	Acetyltransf_10
MGYG000001881_01333	349741.Amuc_1644	1.04e-275	768.0	COG1305@1|root,COG1305@2|Bacteria,46XFC@74201|Verrucomicrobia,2IVRS@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	Transglutaminase-like superfamily	-	-	-	-	-	-	-	-	-	-	-	-	DLH,Transglut_core
MGYG000001881_01332	349741.Amuc_1644	1.04e-275	768.0	COG1305@1|root,COG1305@2|Bacteria,46XFC@74201|Verrucomicrobia,2IVRS@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	Transglutaminase-like superfamily	-	-	-	-	-	-	-	-	-	-	-	-	DLH,Transglut_core
MGYG000001881_00892	349741.Amuc_0030	1.76e-265	727.0	COG2334@1|root,COG2334@2|Bacteria,46TIS@74201|Verrucomicrobia,2IVEV@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	Phosphotransferase enzyme family	-	-	-	-	-	-	-	-	-	-	-	-	APH
MGYG000001881_00403	349741.Amuc_1501	0.0	1393.0	COG0341@1|root,COG0342@1|root,COG0341@2|Bacteria,COG0342@2|Bacteria,46SA4@74201|Verrucomicrobia,2ITYV@203494|Verrucomicrobiae	203494|Verrucomicrobiae	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secD	-	-	ko:K12257	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	2.A.6.4	-	-	SecD_SecF,Sec_GG
MGYG000001881_00101	349741.Amuc_0361	0.0	2320.0	COG0842@1|root,COG1131@1|root,COG0842@2|Bacteria,COG1131@2|Bacteria,46TJ4@74201|Verrucomicrobia,2ITSH@203494|Verrucomicrobiae	203494|Verrucomicrobiae	V	ABC-2 type transporter	-	-	-	-	-	-	-	-	-	-	-	-	ABC2_membrane,ABC_tran
MGYG000001881_02082	121225.PHUM168100-PA	1.43e-21	96.3	COG0090@1|root,KOG2309@2759|Eukaryota,38BCB@33154|Opisthokonta,3BGMC@33208|Metazoa,3CS9I@33213|Bilateria,41X90@6656|Arthropoda,3SHEW@50557|Insecta,3E8IV@33342|Paraneoptera	33208|Metazoa	J	Ribosomal Proteins L2, RNA binding domain	RpL8	GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02938	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L2,Ribosomal_L2_C
MGYG000001881_00052	349741.Amuc_0312	0.0	887.0	COG2204@1|root,COG2204@2|Bacteria,46SFE@74201|Verrucomicrobia,2ITIG@203494|Verrucomicrobiae	203494|Verrucomicrobiae	T	Bacterial regulatory protein, Fis family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_8,Response_reg,Sigma54_activat
MGYG000001881_00053	349741.Amuc_0312	0.0	887.0	COG2204@1|root,COG2204@2|Bacteria,46SFE@74201|Verrucomicrobia,2ITIG@203494|Verrucomicrobiae	203494|Verrucomicrobiae	T	Bacterial regulatory protein, Fis family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_8,Response_reg,Sigma54_activat
MGYG000001881_00182	349741.Amuc_0448	0.0	1858.0	COG0403@1|root,COG1003@1|root,COG0403@2|Bacteria,COG1003@2|Bacteria,46S4N@74201|Verrucomicrobia,2ITRK@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor	gcvP	-	1.4.4.2	ko:K00281	ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200	M00532	R01221,R03425	RC00022,RC00929,RC02834,RC02880	ko00000,ko00001,ko00002,ko01000	-	-	-	GDC-P
MGYG000001881_02030	349741.Amuc_0926	1.04e-129	375.0	COG0094@1|root,COG0094@2|Bacteria,46SP7@74201|Verrucomicrobia,2ITU8@203494|Verrucomicrobiae	203494|Verrucomicrobiae	J	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits	rplE	-	-	ko:K02931	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L5,Ribosomal_L5_C
MGYG000001881_02029	349741.Amuc_0926	1.04e-129	375.0	COG0094@1|root,COG0094@2|Bacteria,46SP7@74201|Verrucomicrobia,2ITU8@203494|Verrucomicrobiae	203494|Verrucomicrobiae	J	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits	rplE	-	-	ko:K02931	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L5,Ribosomal_L5_C
MGYG000001881_02072	349741.Amuc_0974	2.46e-172	481.0	COG1521@1|root,COG1521@2|Bacteria,46T0X@74201|Verrucomicrobia,2IU5A@203494|Verrucomicrobiae	203494|Verrucomicrobiae	K	Type III pantothenate kinase	coaX	-	2.7.1.33	ko:K03525	ko00770,ko01100,map00770,map01100	M00120	R02971,R03018,R04391	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Pan_kinase
MGYG000001881_00062	349741.Amuc_0333	4.51e-150	426.0	COG4845@1|root,COG4845@2|Bacteria	2|Bacteria	V	Chloramphenicol acetyltransferase	cat	-	2.3.1.28	ko:K19271	-	-	-	-	br01600,ko00000,ko01000,ko01504	-	-	-	CAT,TPR_5
MGYG000001881_00001	349741.Amuc_0260	0.0	1449.0	COG0526@1|root,COG4783@1|root,COG0526@2|Bacteria,COG4783@2|Bacteria,46X6Z@74201|Verrucomicrobia,2IUST@203494|Verrucomicrobiae	203494|Verrucomicrobiae	CO	Thioredoxin-like	-	-	-	-	-	-	-	-	-	-	-	-	AhpC-TSA,Redoxin,Thioredoxin_8
MGYG000001881_00409	349741.Amuc_1507	5.25e-210	583.0	COG0331@1|root,COG0331@2|Bacteria,46SNS@74201|Verrucomicrobia,2ITTM@203494|Verrucomicrobiae	203494|Verrucomicrobiae	I	Acyl transferase domain	-	-	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyl_transf_1
MGYG000001881_00153	349741.Amuc_0417	2.26e-296	810.0	COG0001@1|root,COG0001@2|Bacteria,46S67@74201|Verrucomicrobia,2ITGJ@203494|Verrucomicrobiae	203494|Verrucomicrobiae	H	Aminotransferase class-III	hemL	-	5.4.3.8	ko:K01845	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R02272	RC00677	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
MGYG000001881_01502	349741.Amuc_0791	9.16e-284	779.0	COG0535@1|root,COG0535@2|Bacteria,46T4P@74201|Verrucomicrobia	74201|Verrucomicrobia	C	SMART Elongator protein 3 MiaB NifB	pqqE	-	-	ko:K06139	-	-	-	-	ko00000	-	-	-	Fer4_12,Fer4_14,Radical_SAM,SPASM
MGYG000001881_01869	349741.Amuc_2021	9.89e-112	322.0	COG1051@1|root,COG1051@2|Bacteria,46VUY@74201|Verrucomicrobia,2IUIE@203494|Verrucomicrobiae	203494|Verrucomicrobiae	F	NUDIX domain	-	-	-	ko:K08311	ko03018,map03018	-	R10816	RC00002	ko00000,ko00001,ko01000,ko03019	-	-	-	NUDIX
MGYG000001881_00296	349741.Amuc_0563	1.37e-157	445.0	COG4968@1|root,COG4968@2|Bacteria	2|Bacteria	NU	Prokaryotic N-terminal methylation motif	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl
MGYG000001881_00888	349741.Amuc_0026	1.73e-264	728.0	2DYWX@1|root,34BHD@2|Bacteria,46X03@74201|Verrucomicrobia,2IW8K@203494|Verrucomicrobiae	203494|Verrucomicrobiae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_00792	349741.Amuc_0627	0.0	1039.0	COG4166@1|root,COG4166@2|Bacteria	2|Bacteria	E	transmembrane transport	-	-	-	ko:K02035,ko:K15580	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00239,M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	DUF4374,DUF4488,DUF5011,M60-like_N,Peptidase_M60,SBP_bac_5,TAT_signal
MGYG000001881_00016	349741.Amuc_0275	5.64e-66	201.0	COG1862@1|root,COG1862@2|Bacteria,46T88@74201|Verrucomicrobia,2IUY8@203494|Verrucomicrobiae	203494|Verrucomicrobiae	U	Preprotein translocase subunit	-	-	-	ko:K03210	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	YajC
MGYG000001881_00046	349741.Amuc_0305	7.41e-65	197.0	COG0051@1|root,COG0051@2|Bacteria,46SVV@74201|Verrucomicrobia,2IUCB@203494|Verrucomicrobiae	203494|Verrucomicrobiae	J	Ribosomal protein S10p/S20e	-	-	-	ko:K02946	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S10
MGYG000001881_01618	349741.Amuc_0166	5.27e-260	712.0	COG2805@1|root,COG2805@2|Bacteria,46SY2@74201|Verrucomicrobia,2ITP5@203494|Verrucomicrobiae	203494|Verrucomicrobiae	NU	Type II/IV secretion system protein	-	-	-	ko:K02669	-	-	-	-	ko00000,ko02035,ko02044	3.A.15.2	-	-	T2SSE
MGYG000001881_01066	349741.Amuc_1354	3.19e-106	307.0	COG2826@1|root,COG2826@2|Bacteria,46XS5@74201|Verrucomicrobia,2IWG7@203494|Verrucomicrobiae	203494|Verrucomicrobiae	L	transposase and inactivated derivatives, IS30 family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_24
MGYG000001881_00816	1283284.AZUK01000001_gene2192	2.93e-18	80.1	2E7TI@1|root,3328N@2|Bacteria,1NCCK@1224|Proteobacteria,1SDE1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	TRL-like protein family	-	-	-	-	-	-	-	-	-	-	-	-	TRL
MGYG000001881_01085	349741.Amuc_1335	0.0	931.0	COG5511@1|root,COG5511@2|Bacteria,46XJW@74201|Verrucomicrobia,2IW3H@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	Phage portal protein, lambda family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal_2
MGYG000001881_00966	349741.Amuc_1227	1e-63	195.0	COG0718@1|root,COG0718@2|Bacteria,46TA9@74201|Verrucomicrobia,2IUTH@203494|Verrucomicrobiae	203494|Verrucomicrobiae	L	YbaB/EbfC DNA-binding family	-	-	-	ko:K09747	-	-	-	-	ko00000	-	-	-	YbaB_DNA_bd
MGYG000001881_01027	452637.Oter_3395	4.55e-49	191.0	2EK76@1|root,30NMS@2|Bacteria,46XQY@74201|Verrucomicrobia,3K9Y8@414999|Opitutae	414999|Opitutae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_01962	349741.Amuc_1117	2.33e-263	724.0	COG0502@1|root,COG0502@2|Bacteria,46SFX@74201|Verrucomicrobia,2ITUU@203494|Verrucomicrobiae	203494|Verrucomicrobiae	H	Biotin and Thiamin Synthesis associated domain	-	-	4.1.99.19	ko:K03150	ko00730,ko01100,map00730,map01100	-	R10246	RC01434,RC03095	ko00000,ko00001,ko01000	-	-	-	BATS,Radical_SAM
MGYG000001881_02037	1396141.BATP01000001_gene5405	0.000441	50.4	2DSS0@1|root,33H81@2|Bacteria,46XPW@74201|Verrucomicrobia,2IWCC@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	Protein of unknown function (DUF3313)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3313
MGYG000001881_00565	349741.Amuc_1964	0.0	885.0	COG0077@1|root,COG0460@1|root,COG0077@2|Bacteria,COG0460@2|Bacteria,46SIY@74201|Verrucomicrobia,2ITHE@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	Homoserine dehydrogenase	-	-	1.1.1.3	ko:K00003	ko00260,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00017,M00018	R01773,R01775	RC00087	ko00000,ko00001,ko00002,ko01000	-	-	-	ACT,Homoserine_dh,NAD_binding_3
MGYG000001881_01948	349741.Amuc_1132	0.0	1053.0	COG0168@1|root,COG0168@2|Bacteria,46U92@74201|Verrucomicrobia,2IVH0@203494|Verrucomicrobiae	203494|Verrucomicrobiae	P	Cation transport protein	-	-	-	-	-	-	-	-	-	-	-	-	TrkH
MGYG000001881_00286	349741.Amuc_0553	4.12e-81	242.0	COG0792@1|root,COG0792@2|Bacteria,46T9J@74201|Verrucomicrobia,2IUV7@203494|Verrucomicrobiae	203494|Verrucomicrobiae	L	Uncharacterised protein family UPF0102	-	-	-	ko:K07460	-	-	-	-	ko00000	-	-	-	UPF0102
MGYG000001881_01612	349741.Amuc_0160	4.15e-187	521.0	COG1127@1|root,COG1127@2|Bacteria,46SRC@74201|Verrucomicrobia,2ITMB@203494|Verrucomicrobiae	203494|Verrucomicrobiae	Q	ATPases associated with a variety of cellular activities	-	-	-	ko:K02065	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	ABC_tran
MGYG000001881_00338	349741.Amuc_1435	2.11e-313	855.0	COG1004@1|root,COG1004@2|Bacteria,46S6E@74201|Verrucomicrobia,2IU1R@203494|Verrucomicrobiae	203494|Verrucomicrobiae	M	UDP binding domain	-	-	1.1.1.22	ko:K00012	ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100	M00014,M00129,M00361,M00362	R00286	RC00291	ko00000,ko00001,ko00002,ko01000	-	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
MGYG000001881_02212	1453496.AT03_08625	4.24e-67	263.0	COG2911@1|root,COG3266@1|root,COG4625@1|root,COG2911@2|Bacteria,COG3266@2|Bacteria,COG4625@2|Bacteria,1QXSX@1224|Proteobacteria,1T3I1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	domain, Protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF4573,PATR,Peptidase_S6
MGYG000001881_01635	349741.Amuc_0117	1.58e-253	697.0	COG2957@1|root,COG2957@2|Bacteria,46SAM@74201|Verrucomicrobia,2IU1P@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	Porphyromonas-type peptidyl-arginine deiminase	-	-	3.5.3.12	ko:K10536	ko00330,ko01100,map00330,map01100	-	R01416	RC00177	ko00000,ko00001,ko01000	-	-	-	PAD_porph
MGYG000001881_02049	349741.Amuc_2134	2.03e-82	246.0	COG3296@1|root,COG3296@2|Bacteria	2|Bacteria	S	Domain of unknown function (DUF4870)	-	-	-	ko:K09940	-	-	-	-	ko00000	-	-	-	Beta-lactamase,DUF3592,DUF4870,DUF996,HTH_3,SHOCT,zinc_ribbon_2
MGYG000001881_01101	349741.Amuc_1317	2.04e-66	202.0	COG1664@1|root,COG1664@2|Bacteria,46X69@74201|Verrucomicrobia,2IUN4@203494|Verrucomicrobiae	203494|Verrucomicrobiae	M	Polymer-forming cytoskeletal	-	-	-	-	-	-	-	-	-	-	-	-	Bactofilin
MGYG000001881_01373	349741.Amuc_0858	0.0	884.0	COG4191@1|root,COG4191@2|Bacteria	2|Bacteria	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,cNMP_binding
MGYG000001881_01003	349741.Amuc_2081	9.29e-177	505.0	COG1215@1|root,COG1215@2|Bacteria	2|Bacteria	M	transferase activity, transferring glycosyl groups	wbyL	-	-	ko:K13002	-	-	-	-	ko00000,ko01000,ko01003,ko01005	-	GT2	-	Glycos_transf_2,Methyltransf_23,Sulfotransfer_3
MGYG000001881_01766	349741.Amuc_1037	1.11e-38	129.0	29038@1|root,2ZMTB@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_00234	349741.Amuc_0503	6.17e-120	346.0	COG3091@1|root,COG3091@2|Bacteria	2|Bacteria	K	SprT-like family	sprT	-	-	-	-	-	-	-	-	-	-	-	DUF2786,SprT-like
MGYG000001881_00549	349741.Amuc_1983	0.0	1280.0	COG1884@1|root,COG2185@1|root,COG1884@2|Bacteria,COG2185@2|Bacteria,46TP8@74201|Verrucomicrobia,2IU9J@203494|Verrucomicrobiae	203494|Verrucomicrobiae	I	Methylmalonyl-CoA mutase	-	-	5.4.99.2	ko:K01847	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200	M00373,M00376,M00741	R00833	RC00395	ko00000,ko00001,ko00002,ko01000	-	-	-	B12-binding,MM_CoA_mutase
MGYG000001881_00150	349741.Amuc_0415	5.02e-237	668.0	COG0615@1|root,COG2870@1|root,COG0615@2|Bacteria,COG2870@2|Bacteria,46T1J@74201|Verrucomicrobia,2IVXQ@203494|Verrucomicrobiae	203494|Verrucomicrobiae	M	pfkB family carbohydrate kinase	-	-	2.7.1.167,2.7.7.70	ko:K03272	ko00540,ko01100,map00540,map01100	M00064	R05644,R05646	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	CTP_transf_like,PfkB
MGYG000001881_01944	1304885.AUEY01000086_gene2459	3.68e-07	51.2	2C0WC@1|root,2ZEE6@2|Bacteria,1PACA@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_00853	349741.Amuc_2174	5.43e-82	244.0	COG3070@1|root,COG3070@2|Bacteria	2|Bacteria	K	positive regulation of type IV pilus biogenesis	-	-	-	ko:K07343	-	-	-	-	ko00000	-	-	-	Cdd1,DUF3788,DUF3795,TfoX_C,TfoX_N
MGYG000001881_00196	349741.Amuc_0462	5.59e-79	235.0	COG2026@1|root,COG2026@2|Bacteria,46T5H@74201|Verrucomicrobia,2IUPU@203494|Verrucomicrobiae	203494|Verrucomicrobiae	DJ	Addiction module toxin, RelE StbE family	-	-	-	-	-	-	-	-	-	-	-	-	ParE_toxin
MGYG000001881_00221	349741.Amuc_0488	0.0	956.0	COG0719@1|root,COG0719@2|Bacteria,46SGN@74201|Verrucomicrobia,2IU30@203494|Verrucomicrobiae	203494|Verrucomicrobiae	O	Uncharacterized protein family (UPF0051)	-	-	-	ko:K09014	-	-	-	-	ko00000	-	-	-	UPF0051
MGYG000001881_00222	349741.Amuc_0488	0.0	956.0	COG0719@1|root,COG0719@2|Bacteria,46SGN@74201|Verrucomicrobia,2IU30@203494|Verrucomicrobiae	203494|Verrucomicrobiae	O	Uncharacterized protein family (UPF0051)	-	-	-	ko:K09014	-	-	-	-	ko00000	-	-	-	UPF0051
MGYG000001881_00918	349741.Amuc_1277	2.94e-160	450.0	COG0084@1|root,COG0084@2|Bacteria,46SRB@74201|Verrucomicrobia,2IUHD@203494|Verrucomicrobiae	203494|Verrucomicrobiae	L	TatD related DNase	-	-	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
MGYG000001881_01098	349741.Amuc_1320	2.85e-208	578.0	COG0668@1|root,COG0668@2|Bacteria,46V1Y@74201|Verrucomicrobia,2IUI5@203494|Verrucomicrobiae	203494|Verrucomicrobiae	M	Mechanosensitive ion channel	-	-	-	-	-	-	-	-	-	-	-	-	MS_channel,TM_helix
MGYG000001881_00393	349741.Amuc_1491	7.3e-200	555.0	COG0008@1|root,COG0008@2|Bacteria,46SQ3@74201|Verrucomicrobia,2ITGN@203494|Verrucomicrobiae	203494|Verrucomicrobiae	J	tRNA synthetases class I (E and Q), catalytic domain	-	-	-	ko:K01894	-	-	-	-	ko00000,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1c
MGYG000001881_00880	349741.Amuc_0017	0.0	990.0	COG0673@1|root,COG0673@2|Bacteria	2|Bacteria	S	inositol 2-dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,TAT_signal
MGYG000001881_00374	349741.Amuc_1472	5.29e-130	373.0	COG1825@1|root,COG1825@2|Bacteria,46SZS@74201|Verrucomicrobia,2IUP1@203494|Verrucomicrobiae	203494|Verrucomicrobiae	J	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance	ctc	-	-	ko:K02897	ko03010,map03010	M00178	-	-	ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L25p,Ribosomal_TL5_C
MGYG000001881_01154	349741.Amuc_0755	4.06e-216	598.0	COG0859@1|root,COG0859@2|Bacteria	2|Bacteria	M	ADP-heptose-lipopolysaccharide heptosyltransferase activity	-	-	-	ko:K02843,ko:K02849	ko00540,ko01100,map00540,map01100	M00080	-	-	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	GT9	-	Glyco_tran_WbsX,Glyco_transf_9
MGYG000001881_00077	671143.DAMO_2665	8.03e-11	60.5	COG1396@1|root,COG1396@2|Bacteria	2|Bacteria	K	sequence-specific DNA binding	msr0960	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_3,HTH_31,Peptidase_M78
MGYG000001881_00558	349741.Amuc_1971	6.74e-220	610.0	COG0169@1|root,COG0169@2|Bacteria,46SVF@74201|Verrucomicrobia,2IU86@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)	aroE	-	1.1.1.25	ko:K00014	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02413	RC00206	ko00000,ko00001,ko00002,ko01000	-	-	-	Shikimate_DH,Shikimate_dh_N
MGYG000001881_00845	349741.Amuc_2167	0.0	1350.0	COG0339@1|root,COG0339@2|Bacteria,46TWS@74201|Verrucomicrobia,2ITQT@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	Peptidase family M3	-	-	3.4.24.70	ko:K01414	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M3
MGYG000001881_00846	349741.Amuc_2167	0.0	1350.0	COG0339@1|root,COG0339@2|Bacteria,46TWS@74201|Verrucomicrobia,2ITQT@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	Peptidase family M3	-	-	3.4.24.70	ko:K01414	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M3
MGYG000001881_00005	349741.Amuc_0263	2.5e-116	333.0	COG0319@1|root,COG0319@2|Bacteria,46WBN@74201|Verrucomicrobia,2IUS4@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	-	-	ko:K07042	-	-	-	-	ko00000,ko03009	-	-	-	UPF0054
MGYG000001881_01112	349741.Amuc_1299	4.42e-219	604.0	COG0175@1|root,COG0175@2|Bacteria,46TUQ@74201|Verrucomicrobia,2ITQ5@203494|Verrucomicrobiae	203494|Verrucomicrobiae	EH	Phosphoadenosine phosphosulfate reductase family	-	-	2.7.7.4	ko:K00957	ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130	M00176,M00596	R00529,R04929	RC02809,RC02889	ko00000,ko00001,ko00002,ko01000	-	-	-	PAPS_reduct
MGYG000001881_01901	349741.Amuc_0657	2.25e-157	445.0	COG1388@1|root,COG1388@2|Bacteria	2|Bacteria	M	LysM domain	mltD	-	-	ko:K08307,ko:K12204,ko:K19224	-	-	-	-	ko00000,ko01000,ko01002,ko01011,ko02044	3.A.7.10.1,3.A.7.9.1	CBM50	-	DPBB_1,LysM,NLPC_P60,SH3_3,SLT,T4SS_TraI
MGYG000001881_01709	794903.OPIT5_08310	3.21e-11	73.2	2DXQD@1|root,3460A@2|Bacteria,46V35@74201|Verrucomicrobia,3KA0J@414999|Opitutae	414999|Opitutae	S	P22 coat protein - gene protein 5	-	-	-	-	-	-	-	-	-	-	-	-	Mu-like_Pro,P22_CoatProtein
MGYG000001881_00645	349741.Amuc_1866	2.77e-84	252.0	COG0848@1|root,COG0848@2|Bacteria,46T7H@74201|Verrucomicrobia,2IUR9@203494|Verrucomicrobiae	203494|Verrucomicrobiae	U	Biopolymer transport protein ExbD/TolR	-	-	-	ko:K03559	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	ExbD
MGYG000001881_02194	349741.Amuc_2009	6.05e-221	609.0	COG1518@1|root,COG1518@2|Bacteria	2|Bacteria	L	maintenance of DNA repeat elements	cas1	-	-	ko:K15342	-	-	-	-	ko00000,ko02048,ko03400	-	-	-	Cas_Cas1,HNH_4
MGYG000001881_01122	349741.Amuc_1288	4.91e-297	811.0	COG0826@1|root,COG0826@2|Bacteria,46TRX@74201|Verrucomicrobia,2IVH9@203494|Verrucomicrobiae	203494|Verrucomicrobiae	O	Peptidase family U32	-	-	-	ko:K08303	ko05120,map05120	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_U32
