#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000076_03803	483218.BACPEC_00636	0.0	1344.0	COG4964@1|root,COG5263@1|root,COG4964@2|Bacteria,COG5263@2|Bacteria,1URM2@1239|Firmicutes,25KM0@186801|Clostridia,26BUI@186813|unclassified Clostridiales	186801|Clostridia	U	Belongs to the GSP D family	-	-	-	-	-	-	-	-	-	-	-	-	Big_2
MGYG000000076_00260	411490.ANACAC_03648	0.0	974.0	COG0539@1|root,COG0761@1|root,COG0539@2|Bacteria,COG0761@2|Bacteria,1TQ9N@1239|Firmicutes,247UK@186801|Clostridia	186801|Clostridia	J	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	ispH	-	1.17.7.4	ko:K02945,ko:K03527	ko00900,ko01100,ko01110,ko01130,ko03010,map00900,map01100,map01110,map01130,map03010	M00096,M00178	R05884,R08210	RC01137,RC01487	br01610,ko00000,ko00001,ko00002,ko01000,ko03011	-	-	-	Cytidylate_kin,LYTB,S1
MGYG000000076_01506	585394.RHOM_11960	2.01e-108	336.0	COG4219@1|root,COG4219@2|Bacteria,1V8GG@1239|Firmicutes,24K1B@186801|Clostridia	186801|Clostridia	KT	COG4219 Antirepressor regulating drug resistance	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M56
MGYG000000076_00026	585394.RHOM_05255	1.32e-36	133.0	2EEA3@1|root,3384J@2|Bacteria,1VGG2@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Flg_new
MGYG000000076_03465	585394.RHOM_13110	2.97e-229	649.0	COG1388@1|root,COG1388@2|Bacteria,1TSVC@1239|Firmicutes,248VQ@186801|Clostridia	186801|Clostridia	M	LysM domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF3794,LysM
MGYG000000076_03790	332101.JIBU02000048_gene3657	9.38e-16	71.6	29JMF@1|root,306IS@2|Bacteria,1TZVN@1239|Firmicutes,256JU@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_03347	511680.BUTYVIB_01764	3.56e-127	364.0	2CZHY@1|root,32T6E@2|Bacteria,1VDM1@1239|Firmicutes,24MKX@186801|Clostridia	186801|Clostridia	S	Putative zincin peptidase	-	-	-	-	-	-	-	-	-	-	-	-	DUF3267
MGYG000000076_01777	411469.EUBHAL_02535	4.8e-84	269.0	2DBZW@1|root,2ZC46@2|Bacteria,1V2V4@1239|Firmicutes,24H1D@186801|Clostridia	186801|Clostridia	S	Coenzyme PQQ synthesis protein D (PqqD)	-	-	-	-	-	-	-	-	-	-	-	-	PqqD
MGYG000000076_00475	585394.RHOM_09770	8.26e-111	321.0	COG0681@1|root,COG0681@2|Bacteria,1V2SF@1239|Firmicutes,24AWM@186801|Clostridia	186801|Clostridia	U	Belongs to the peptidase S26 family	-	-	3.4.21.89	ko:K03100	ko02024,ko03060,map02024,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S24
MGYG000000076_00339	622312.ROSEINA2194_03771	0.0	917.0	COG0323@1|root,COG0323@2|Bacteria,1TPGK@1239|Firmicutes,24902@186801|Clostridia	186801|Clostridia	L	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex	mutL	-	-	ko:K03572	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	DNA_mis_repair,HATPase_c_3,MutL_C
MGYG000000076_01457	585394.RHOM_03995	0.0	1372.0	COG0058@1|root,COG0058@2|Bacteria,1TQAJ@1239|Firmicutes,248E1@186801|Clostridia	186801|Clostridia	G	Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties	malP_1	-	2.4.1.1	ko:K00688	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931	-	R02111	-	ko00000,ko00001,ko01000	-	GT35	-	Phosphorylase
MGYG000000076_03656	452637.Oter_2258	1.29e-159	504.0	COG1361@1|root,COG1361@2|Bacteria	2|Bacteria	M	extracellular matrix structural constituent	-	-	-	-	-	-	-	-	-	-	-	-	AbfB,ArabFuran-catal,CHU_C,DUF11,DUF4157,DUF4347,DUF5011,IgGFc_binding,LTD,Laminin_G_3,NPCBM_assoc,Peptidase_M11,Reprolysin_5,SLH,SdrD_B,SprB,Tox-WTIP
MGYG000000076_00022	585394.RHOM_05230	1.91e-163	481.0	28I5Y@1|root,2Z892@2|Bacteria,1UYUF@1239|Firmicutes,24CM9@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_03074	515620.EUBELI_20270	3.77e-77	234.0	COG2606@1|root,COG2606@2|Bacteria,1V3MU@1239|Firmicutes,24HH2@186801|Clostridia,25W9B@186806|Eubacteriaceae	186801|Clostridia	S	Aminoacyl-tRNA editing domain	EbsC	-	-	-	-	-	-	-	-	-	-	-	GGDEF,Nitroreductase,PAS_3,Response_reg,tRNA_edit
MGYG000000076_03611	585394.RHOM_16810	8.12e-245	674.0	COG3177@1|root,COG3177@2|Bacteria,1TQMC@1239|Firmicutes,248JU@186801|Clostridia	186801|Clostridia	S	Fic family	-	-	-	-	-	-	-	-	-	-	-	-	Fic
MGYG000000076_03038	411474.COPEUT_02484	4.42e-121	363.0	28JIM@1|root,2Z9BV@2|Bacteria,1TRP9@1239|Firmicutes,24DM5@186801|Clostridia	186801|Clostridia	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	Mob_Pre
MGYG000000076_01008	411462.DORLON_02610	9.5e-149	421.0	COG0580@1|root,COG0580@2|Bacteria,1TP4T@1239|Firmicutes,248U5@186801|Clostridia	186801|Clostridia	G	Belongs to the MIP aquaporin (TC 1.A.8) family	glpF	-	-	ko:K02440	-	-	-	-	ko00000,ko02000	1.A.8.1,1.A.8.2	-	-	MIP
MGYG000000076_01629	622312.ROSEINA2194_03013	0.0	1204.0	COG0556@1|root,COG0556@2|Bacteria,1TPKB@1239|Firmicutes,247P7@186801|Clostridia	186801|Clostridia	L	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage	uvrB	-	-	ko:K03702	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	Helicase_C,ResIII,UVR,UvrB
MGYG000000076_01364	585394.RHOM_03855	7.35e-253	695.0	COG0115@1|root,COG0115@2|Bacteria,1TQQI@1239|Firmicutes,2480D@186801|Clostridia	186801|Clostridia	E	Branched-chain amino acid aminotransferase	ilvE	-	2.6.1.42,4.1.3.38	ko:K00826,ko:K02619	ko00270,ko00280,ko00290,ko00770,ko00790,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map00790,map01100,map01110,map01130,map01210,map01230	M00019,M00036,M00119,M00570	R01090,R01214,R02199,R05553,R10991	RC00006,RC00036,RC01843,RC02148	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_4
MGYG000000076_00807	585394.RHOM_16075	1.32e-102	298.0	COG2131@1|root,COG2131@2|Bacteria,1V3PU@1239|Firmicutes,24HF0@186801|Clostridia	186801|Clostridia	F	cytidine and deoxycytidylate deaminase zinc-binding region	comEB	-	3.5.4.12	ko:K01493	ko00240,ko01100,map00240,map01100	M00429	R01663	RC00074	ko00000,ko00001,ko00002,ko01000,ko02044	-	-	-	dCMP_cyt_deam_1
MGYG000000076_03053	411462.DORLON_00210	1.42e-168	472.0	COG0619@1|root,COG0619@2|Bacteria,1TTA6@1239|Firmicutes,24GU9@186801|Clostridia,27WJI@189330|Dorea	186801|Clostridia	P	Cobalt transport protein	-	-	-	ko:K16785	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	CbiQ
MGYG000000076_01221	585394.RHOM_02480	5.76e-304	832.0	COG1362@1|root,COG1362@2|Bacteria,1TP6G@1239|Firmicutes,2486Y@186801|Clostridia	186801|Clostridia	E	M18 family aminopeptidase	apeA	-	-	-	-	-	-	-	-	-	-	-	CoaE,Peptidase_M18
MGYG000000076_01415	585394.RHOM_03375	1.21e-193	553.0	COG1315@1|root,COG1315@2|Bacteria,1TR7W@1239|Firmicutes,24B18@186801|Clostridia	186801|Clostridia	L	PALM domain HD hydrolase domain and	-	-	-	ko:K09749	-	-	-	-	ko00000	-	-	-	FapA,Jag_N
MGYG000000076_00247	585394.RHOM_08440	5.86e-140	399.0	COG1354@1|root,COG1354@2|Bacteria,1TRW3@1239|Firmicutes,249VW@186801|Clostridia	186801|Clostridia	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	scpA	-	-	ko:K05896	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpA
MGYG000000076_03076	411489.CLOL250_01927	0.0	882.0	COG1757@1|root,COG1757@2|Bacteria,1TP8A@1239|Firmicutes,247V4@186801|Clostridia,36EFF@31979|Clostridiaceae	186801|Clostridia	C	Na H antiporter	-	-	-	-	-	-	-	-	-	-	-	-	Na_H_antiporter
MGYG000000076_03551	585394.RHOM_00930	6.77e-164	476.0	COG1345@1|root,COG1345@2|Bacteria,1U3CE@1239|Firmicutes,24B6P@186801|Clostridia	186801|Clostridia	N	Required for morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end	-	-	-	ko:K02407	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	FliD_C,FliD_N
MGYG000000076_01584	1280698.AUJS01000065_gene668	1.38e-289	800.0	2CC51@1|root,2Z7IU@2|Bacteria,1TQNI@1239|Firmicutes,24DDD@186801|Clostridia	186801|Clostridia	S	PFAM conserved	-	-	-	-	-	-	-	-	-	-	-	-	DUF2397
MGYG000000076_03334	585394.RHOM_05995	6.62e-61	189.0	2F3F9@1|root,33W92@2|Bacteria,1VVFD@1239|Firmicutes,25130@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_02110	622312.ROSEINA2194_04314	7.54e-233	647.0	COG2195@1|root,COG2195@2|Bacteria,1TP3A@1239|Firmicutes,248JJ@186801|Clostridia	186801|Clostridia	E	Cleaves the N-terminal amino acid of tripeptides	pepT	-	3.4.11.4	ko:K01258	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M42
MGYG000000076_00556	626939.HMPREF9443_01887	1.43e-87	273.0	COG1975@1|root,COG1975@2|Bacteria,1URM5@1239|Firmicutes,4H521@909932|Negativicutes	909932|Negativicutes	O	XdhC and CoxI family	-	-	-	ko:K07402	-	-	-	-	ko00000	-	-	-	XdhC_C,XdhC_CoxI
MGYG000000076_02429	622312.ROSEINA2194_01655	0.0	1188.0	COG1961@1|root,COG1961@2|Bacteria,1TPA6@1239|Firmicutes,247KF@186801|Clostridia	186801|Clostridia	L	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF4368,Recombinase,Resolvase,Zn_ribbon_recom
MGYG000000076_02718	1235800.C819_00706	0.0	927.0	COG1961@1|root,COG1961@2|Bacteria,1TPBH@1239|Firmicutes,248J7@186801|Clostridia,27J3U@186928|unclassified Lachnospiraceae	186801|Clostridia	L	Recombinase	-	-	-	-	-	-	-	-	-	-	-	-	Recombinase,Resolvase,Zn_ribbon_recom
MGYG000000076_03863	1235800.C819_00706	0.0	927.0	COG1961@1|root,COG1961@2|Bacteria,1TPBH@1239|Firmicutes,248J7@186801|Clostridia,27J3U@186928|unclassified Lachnospiraceae	186801|Clostridia	L	Recombinase	-	-	-	-	-	-	-	-	-	-	-	-	Recombinase,Resolvase,Zn_ribbon_recom
MGYG000000076_02905	742735.HMPREF9467_04733	0.0	1111.0	COG0791@1|root,COG0791@2|Bacteria,1TP24@1239|Firmicutes,247K5@186801|Clostridia,21YDK@1506553|Lachnoclostridium	186801|Clostridia	M	COG COG0791 Cell wall-associated hydrolases (invasion-associated proteins)	-	-	-	-	-	-	-	-	-	-	-	-	CHAP
MGYG000000076_00896	658086.HMPREF0994_07307	4.96e-231	649.0	28JJB@1|root,2Z9CE@2|Bacteria,1U6BP@1239|Firmicutes,24B0T@186801|Clostridia,27UAP@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_02432	1123366.TH3_21694	2.19e-46	169.0	COG1181@1|root,COG1181@2|Bacteria	2|Bacteria	F	Belongs to the D-alanine--D-alanine ligase family	-	-	6.3.2.4	ko:K01921	ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502	-	R01150	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Dala_Dala_lig_C,Dala_Dala_lig_N,PASTA
MGYG000000076_01709	1280698.AUJS01000004_gene2938	5.06e-240	666.0	COG0502@1|root,COG0502@2|Bacteria,1TPEX@1239|Firmicutes,248PF@186801|Clostridia,27URQ@189330|Dorea	186801|Clostridia	C	Biotin and Thiamin Synthesis associated domain	thiH	-	4.1.99.19	ko:K03150	ko00730,ko01100,map00730,map01100	-	R10246	RC01434,RC03095	ko00000,ko00001,ko01000	-	-	-	BATS,Radical_SAM
MGYG000000076_02775	397288.C806_01020	1.52e-303	837.0	COG0699@1|root,COG0699@2|Bacteria,1VTUX@1239|Firmicutes,25HUG@186801|Clostridia,27R9F@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Dynamin family	-	-	-	-	-	-	-	-	-	-	-	-	Dynamin_N
MGYG000000076_01208	908340.HMPREF9406_0793	1.72e-146	456.0	COG3064@1|root,COG3064@2|Bacteria,1UIYZ@1239|Firmicutes,249MX@186801|Clostridia,36FMM@31979|Clostridiaceae	186801|Clostridia	M	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	TrbL
MGYG000000076_01733	622312.ROSEINA2194_02748	2.31e-51	166.0	COG0781@1|root,COG0781@2|Bacteria,1VA9B@1239|Firmicutes,24MQ3@186801|Clostridia	186801|Clostridia	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB	-	-	ko:K03625	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	NusB
MGYG000000076_02573	1235790.C805_01468	1.14e-71	231.0	COG1527@1|root,COG1527@2|Bacteria,1U1QE@1239|Firmicutes,24A4E@186801|Clostridia	186801|Clostridia	C	Archaeal vacuolar-type H -ATPase subunit C	ntpC	-	-	ko:K02119	ko00190,ko01100,map00190,map01100	M00159	-	-	ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3	-	-	vATP-synt_AC39
MGYG000000076_01919	1408306.JHXX01000003_gene1412	8.35e-72	222.0	COG0454@1|root,COG0456@2|Bacteria,1VAJN@1239|Firmicutes,24H93@186801|Clostridia,4BXFH@830|Butyrivibrio	186801|Clostridia	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_10
MGYG000000076_00759	585394.RHOM_15830	8.45e-127	369.0	COG4862@1|root,COG4862@2|Bacteria,1UZ7D@1239|Firmicutes,24BWV@186801|Clostridia	186801|Clostridia	NOT	Negative regulator of genetic competence	mecB	-	-	ko:K16511	-	-	-	-	ko00000	-	-	-	MecA
MGYG000000076_00541	1337936.IJ00_03415	1.33e-19	95.9	28W3Z@1|root,2ZI4U@2|Bacteria,1G5BF@1117|Cyanobacteria	1117|Cyanobacteria	S	Domain of unknown function (DUF4365)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4365
MGYG000000076_01808	585394.RHOM_09200	0.0	935.0	COG0768@1|root,COG0768@2|Bacteria,1TP93@1239|Firmicutes,248KB@186801|Clostridia	186801|Clostridia	M	penicillin-binding protein	spoVD	-	3.4.16.4	ko:K03587,ko:K08384	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011,ko03036	-	-	-	PASTA,PBP_dimer,Transpeptidase
MGYG000000076_00237	622312.ROSEINA2194_00453	5.98e-155	444.0	COG0130@1|root,COG0130@2|Bacteria,1TP9Y@1239|Firmicutes,24B46@186801|Clostridia	186801|Clostridia	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs	truB	-	5.4.99.25	ko:K03177	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	FAD_syn,Flavokinase,PUA,TruB-C_2,TruB_C_2,TruB_N
MGYG000000076_01102	1280688.AUJB01000008_gene1258	1.89e-35	120.0	COG0227@1|root,COG0227@2|Bacteria,1VEI2@1239|Firmicutes,24QNA@186801|Clostridia,3NHEH@46205|Pseudobutyrivibrio	186801|Clostridia	J	Ribosomal L28 family	rpmB	-	-	ko:K02902	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L28
MGYG000000076_01668	483218.BACPEC_02397	2.26e-94	301.0	COG2244@1|root,COG2244@2|Bacteria,1TP7R@1239|Firmicutes,24AD0@186801|Clostridia,26B9Q@186813|unclassified Clostridiales	186801|Clostridia	S	Polysaccharide biosynthesis protein	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_23,Polysacc_synt,Polysacc_synt_3,Polysacc_synt_C
MGYG000000076_03645	641112.ACOK01000099_gene338	1.43e-112	335.0	2DMFK@1|root,32R78@2|Bacteria,1V28N@1239|Firmicutes,24HA4@186801|Clostridia	186801|Clostridia	S	Metallopeptidase family M24	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M24
MGYG000000076_02835	622312.ROSEINA2194_02079	1.09e-136	387.0	COG0522@1|root,COG0522@2|Bacteria,1TR0J@1239|Firmicutes,248Y5@186801|Clostridia	186801|Clostridia	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit	rpsD	-	-	ko:K02986	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S4,S4
MGYG000000076_03505	1235798.C817_03254	4.81e-147	429.0	2EXY8@1|root,33R7C@2|Bacteria,1VSYY@1239|Firmicutes,24ZGP@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_03504	1235798.C817_03254	4.81e-147	429.0	2EXY8@1|root,33R7C@2|Bacteria,1VSYY@1239|Firmicutes,24ZGP@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_01864	411463.EUBVEN_01750	1.21e-40	134.0	2C9BX@1|root,32RP2@2|Bacteria,1VANR@1239|Firmicutes,24N4I@186801|Clostridia,25X23@186806|Eubacteriaceae	186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_02825	585394.RHOM_14525	3.35e-98	289.0	COG0098@1|root,COG0098@2|Bacteria,1V1B1@1239|Firmicutes,24G5D@186801|Clostridia	186801|Clostridia	J	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body	rpsE	-	-	ko:K02988	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S5,Ribosomal_S5_C
MGYG000000076_02038	585394.RHOM_01425	1.06e-233	661.0	COG2720@1|root,COG2720@2|Bacteria,1TSH8@1239|Firmicutes,2493X@186801|Clostridia	186801|Clostridia	V	PFAM VanW family protein	-	-	-	ko:K18346	ko01502,ko02020,map01502,map02020	M00651	-	-	ko00000,ko00001,ko00002,ko01504	-	-	-	G5,PG_binding_4,VanW
MGYG000000076_03426	622312.ROSEINA2194_03378	0.0	988.0	COG0449@1|root,COG0449@2|Bacteria,1TPGU@1239|Firmicutes,248F8@186801|Clostridia	186801|Clostridia	M	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source	glmS	-	2.6.1.16	ko:K00820	ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931	-	R00768	RC00010,RC00163,RC02752	ko00000,ko00001,ko01000,ko01002	-	-	-	GATase_6,SIS
MGYG000000076_03877	483218.BACPEC_02533	7.51e-117	337.0	28ITQ@1|root,2Z8SM@2|Bacteria,1UZFX@1239|Firmicutes,24F7S@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_03507	397288.C806_04878	5.25e-09	55.8	COG3668@1|root,COG3668@2|Bacteria,1VD9X@1239|Firmicutes,24I2T@186801|Clostridia,27PF8@186928|unclassified Lachnospiraceae	186801|Clostridia	S	ParE toxin of type II toxin-antitoxin system, parDE	-	-	-	ko:K19092	-	-	-	-	ko00000,ko02048	-	-	-	ParE_toxin
MGYG000000076_01188	742733.HMPREF9469_02677	2e-06	48.1	2ECXB@1|root,336UH@2|Bacteria,1VJWZ@1239|Firmicutes,24UVH@186801|Clostridia	186801|Clostridia	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_26,HTH_3
MGYG000000076_01980	585394.RHOM_13145	2.05e-145	413.0	COG1207@1|root,COG1207@2|Bacteria,1TP88@1239|Firmicutes,248Z3@186801|Clostridia	186801|Clostridia	M	Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain	glmU	-	2.3.1.157,2.7.7.23	ko:K04042	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00362	R00416,R05332	RC00002,RC00004,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,Hexapep_2,NTP_transf_3,NTP_transferase,Pribosyl_synth,Pribosyltran_N
MGYG000000076_01430	585394.RHOM_03295	1.42e-270	744.0	COG1219@1|root,COG1219@2|Bacteria,1TQ00@1239|Firmicutes,2481T@186801|Clostridia	186801|Clostridia	O	ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP	clpX	-	-	ko:K03544	ko04112,map04112	-	-	-	ko00000,ko00001,ko03110	-	-	-	AAA_2,ClpB_D2-small,zf-C4_ClpX
MGYG000000076_01389	585394.RHOM_06060	2.34e-194	543.0	COG1917@1|root,COG2207@1|root,COG1917@2|Bacteria,COG2207@2|Bacteria,1TS6T@1239|Firmicutes,247QK@186801|Clostridia	186801|Clostridia	K	transcriptional regulator (AraC family)	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,Cupin_2,HTH_18
MGYG000000076_03794	622312.ROSEINA2194_01642	4.28e-292	799.0	COG3290@1|root,COG3290@2|Bacteria,1V46S@1239|Firmicutes,24KBY@186801|Clostridia	186801|Clostridia	T	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c_5
MGYG000000076_00481	622312.ROSEINA2194_00076	8.47e-56	176.0	COG0792@1|root,COG0792@2|Bacteria,1VFHQ@1239|Firmicutes,24QNK@186801|Clostridia	186801|Clostridia	L	Belongs to the UPF0102 family	-	-	-	ko:K07460	-	-	-	-	ko00000	-	-	-	UPF0102
MGYG000000076_01888	622312.ROSEINA2194_00725	1.05e-31	112.0	COG1314@1|root,COG1314@2|Bacteria,1VG46@1239|Firmicutes	1239|Firmicutes	U	Preprotein translocase SecG subunit	secG	-	-	ko:K03075	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	SecG
MGYG000000076_02078	397291.C804_04886	2.14e-90	276.0	COG4977@1|root,COG4977@2|Bacteria,1UJZB@1239|Firmicutes,25FFH@186801|Clostridia,27NE9@186928|unclassified Lachnospiraceae	186801|Clostridia	K	helix_turn_helix, arabinose operon control protein	-	-	-	-	-	-	-	-	-	-	-	-	HTH_18
MGYG000000076_01128	585394.RHOM_07365	2.57e-74	228.0	COG1546@1|root,COG1546@2|Bacteria,1TQ1N@1239|Firmicutes,249WC@186801|Clostridia	186801|Clostridia	S	Belongs to the CinA family	cinA	-	3.5.1.42	ko:K03742,ko:K03743	ko00760,map00760	-	R02322	RC00100	ko00000,ko00001,ko01000	-	-	-	CinA,Glucosaminidase,MoCF_biosynth,Sortase
MGYG000000076_02930	622312.ROSEINA2194_00442	6.31e-274	774.0	COG0733@1|root,COG0733@2|Bacteria,1TP6B@1239|Firmicutes,2485D@186801|Clostridia	186801|Clostridia	S	Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family	-	-	-	ko:K03308	-	-	-	-	ko00000	2.A.22.4,2.A.22.5	-	-	SNF
MGYG000000076_02931	622312.ROSEINA2194_00442	6.31e-274	774.0	COG0733@1|root,COG0733@2|Bacteria,1TP6B@1239|Firmicutes,2485D@186801|Clostridia	186801|Clostridia	S	Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family	-	-	-	ko:K03308	-	-	-	-	ko00000	2.A.22.4,2.A.22.5	-	-	SNF
MGYG000000076_00584	622312.ROSEINA2194_02331	6.54e-58	182.0	COG2088@1|root,COG2088@2|Bacteria,1V9ZG@1239|Firmicutes,24MVQ@186801|Clostridia	186801|Clostridia	D	Could be involved in septation	spoVG1	-	-	ko:K06412	-	-	-	-	ko00000	-	-	-	SpoVG
MGYG000000076_03688	397288.C806_01024	0.0	987.0	COG0699@1|root,COG0699@2|Bacteria,1VR9T@1239|Firmicutes,25ASA@186801|Clostridia,27QY4@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Dynamin family	-	-	-	-	-	-	-	-	-	-	-	-	Dynamin_N
MGYG000000076_01329	622312.ROSEINA2194_03438	2.15e-22	108.0	COG5184@1|root,COG5184@2|Bacteria,1VDTD@1239|Firmicutes,25FD2@186801|Clostridia	186801|Clostridia	DZ	Cadherin-like beta sandwich domain	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin-like,Cohesin
