feature	MGYG000000002	MGYG000000003	MGYG000000004	MGYG000000013	MGYG000000022	MGYG000000076	MGYG000000106	MGYG000000215	MGYG000000756	MGYG000001881	MGYG000002323
amyD3 K02025 K10109 K10118 K15771	1	0	0	0	0	0	0	0	0	0	0
amyE K10117	1	0	0	0	0	1	0	0	2	0	0
ankB K06867	0	0	0	0	0	1	0	0	0	0	0
anmK K09001	0	0	0	0	0	0	1	0	0	0	1
ansA K01424	1	1	1	2	1	1	0	1	1	0	1
ansB K01424	0	0	0	0	0	0	1	0	0	0	0
ansB K01424 K05597	0	0	0	0	0	0	0	0	0	0	1
ansP K11738	0	0	0	0	0	0	0	0	0	0	1
apaG K06195	0	0	0	0	0	0	0	0	0	0	1
apaH K01525	0	0	0	0	0	0	0	0	0	0	1
apbE K03734	1	1	0	1	2	3	2	1	0	0	1
apbE_1 K03734	0	0	0	1	0	0	0	0	0	0	0
apeA	1	0	1	0	1	1	0	0	0	0	0
apeB K01267	1	0	0	0	2	0	0	0	0	0	0
apfA	1	0	0	0	0	1	0	0	0	0	0
aphA K03788	0	0	0	0	0	0	0	0	0	0	1
appA K01085 K01093	0	0	0	0	0	0	0	0	0	0	1
appB K00426	0	0	0	0	0	0	0	0	0	0	1
appB K02033	1	0	0	0	0	1	0	0	0	0	0
appC K00425	0	0	0	0	0	0	0	0	0	0	1
appD K02031	1	0	0	0	0	0	0	0	0	0	0
appF	0	0	1	0	0	0	0	0	0	0	0
appF K02032 K10823	1	0	0	0	0	1	0	0	0	0	0
appF K10823	1	0	0	0	0	0	0	0	0	0	0
aprA K00394	0	0	0	0	0	2	0	0	0	0	0
aprN	0	0	0	1	0	0	0	0	0	0	0
aprX K17734	1	0	0	0	0	1	0	0	0	0	0
apt K00759	1	0	0	1	0	0	1	1	1	0	1
apu K00705 K01187 K01208	0	0	1	0	1	0	0	0	0	0	0
aqpZ K06188	0	0	0	1	0	0	0	0	0	0	1
araA K01804	1	0	0	2	0	1	1	0	1	0	1
araB	1	0	0	1	0	1	0	0	1	0	0
araB K00853	1	1	0	0	0	0	1	0	0	0	1
araC K02099	0	0	0	0	0	0	0	0	0	0	1
araC_2 K02099	0	0	0	0	1	1	0	0	0	0	0
araD K03077	0	0	1	0	0	0	1	0	1	0	1
araE K02100	0	1	0	0	0	0	0	0	0	0	0
araE K02100 K05548 K08137 K08138	0	0	0	0	0	0	0	0	0	0	2
araG K10441 K10539	0	0	0	0	0	0	0	0	0	0	3
araG K10548	0	0	0	0	0	0	1	0	1	0	0
araG_1 K02056	1	0	0	0	0	1	0	0	0	0	0
araH K10544 K10547	0	0	0	0	0	0	1	0	0	0	0
araJ K08156	0	0	0	1	0	0	0	0	0	0	1
araN K17234	0	0	0	0	0	1	0	0	0	0	0
araR K02103	1	0	1	0	0	1	1	0	0	0	0
araT K00841	0	0	0	0	0	0	1	0	0	0	0
arbA_2 K06113	0	0	0	1	0	0	0	0	0	0	0
arbF3 K02755 K02756 K02757	0	0	0	0	0	0	1	0	0	0	0
arbG K03488	0	0	0	0	0	0	0	0	1	0	0
arc K13527	0	0	0	0	0	0	0	0	1	0	0
arcA K01478	0	0	0	0	0	0	3	0	0	0	0
arcA K07773	0	0	0	0	0	0	0	0	0	0	1
arcB K07648	0	0	0	0	0	0	0	0	0	0	1
arcC K00926	2	0	1	0	0	1	1	0	0	0	1
arcD K03758	0	0	0	0	0	0	1	0	0	0	0
arcR K21828	0	0	0	0	0	0	1	0	0	0	0
arfA K09890	0	0	0	0	0	0	0	0	0	0	1
argA K14682	0	0	0	0	0	0	0	0	0	0	1
argB K00930	1	1	1	1	0	1	1	0	0	1	0
argC K00145	1	0	1	1	1	1	1	0	1	1	2
argD K00821	1	2	1	1	1	1	1	0	2	0	0
argD K00821 K00840	0	0	0	0	0	0	0	0	0	0	2
argE	0	0	0	0	0	0	0	0	1	0	0
argE K01438	0	1	1	1	0	0	0	0	0	0	1
argF K00611	1	0	1	0	2	1	2	0	1	0	0
argF K09065 K13043	0	1	0	1	0	0	0	0	0	0	0
argG K01940	1	2	1	1	1	1	1	0	1	1	1
argH K01755	1	1	1	1	1	1	1	0	1	0	0
argH K01755 K14681	0	0	0	0	0	0	0	0	0	0	1
argI K00611 K09065	0	0	0	0	0	0	0	0	0	0	1
argJ K00620	1	0	1	0	1	1	1	0	1	1	0
argK K07588	0	1	0	1	0	0	0	0	0	0	1
argO K06895	0	0	0	0	0	0	0	0	0	0	2
argP K05596	0	0	0	0	0	0	0	0	0	0	1
argR K03402	1	0	1	1	1	1	0	1	1	0	1
argR1 K03402	0	0	0	0	0	0	1	0	0	0	0
argR2 K03402	0	0	0	0	0	0	1	0	0	0	0
argS K01887	2	1	1	1	1	1	1	2	2	1	1
argT K09996 K10013 K10014	0	0	0	0	0	0	0	0	0	0	1
arlS	1	0	0	0	0	1	0	0	0	0	0
arlS K18940	0	0	0	0	0	0	1	0	0	0	0
arlS_1	0	0	0	1	0	0	0	0	0	0	0
arlS_2	0	0	0	1	0	0	0	0	0	0	0
arnA K01784 K10011	0	0	0	0	0	0	0	0	0	0	2
arnB K07806	0	0	0	0	0	0	0	0	0	0	1
arnC	0	1	0	1	0	0	0	0	0	0	0
arnC K10012	0	0	0	0	0	0	0	0	0	0	1
arnE K12962	0	0	0	0	0	0	0	0	0	0	1
arnF K12963	0	0	0	0	0	0	0	0	0	0	1
arnT	0	0	0	1	0	0	0	0	0	0	0
arnT K07264	0	0	0	0	0	0	0	0	0	0	1
aroA K00800	2	1	1	1	2	2	1	1	1	1	1
aroB K01735	0	1	1	1	1	0	1	3	0	1	1
aroB K01735 K13829	1	0	0	0	0	1	0	0	1	0	0
aroC K01736	1	1	1	1	1	1	1	1	1	1	2
aroD K03785	1	0	0	0	1	2	1	0	0	0	1
aroD K06889	0	0	0	0	1	1	0	0	0	0	0
aroE K00014	2	2	2	1	1	1	1	1	1	1	1
aroF K01626	0	0	0	0	0	0	0	0	0	0	1
aroF K03856	0	0	2	0	2	0	1	0	0	0	0
aroG K01626	0	0	0	0	0	0	0	0	2	0	1
aroH K01626	1	0	0	0	0	1	0	0	0	0	1
aroK K00891	3	1	1	1	0	2	1	1	0	1	1
aroL K00891	0	0	0	0	0	0	0	0	0	0	1
aroM K14591	0	0	0	0	0	0	0	0	0	0	1
aroP K03293 K11732	0	0	0	0	0	0	0	0	1	0	0
aroP K11732 K11734	0	0	0	0	0	0	0	0	0	0	1
aroQ K03786	0	1	1	1	0	0	0	1	0	0	0
arpJ K02029 K02030	0	0	0	0	0	0	1	0	0	0	0
arr	0	0	0	0	0	0	1	0	0	0	0
arrQ K01185	0	0	0	0	0	0	0	0	0	0	2
arsA	0	0	0	1	0	0	0	0	0	0	0
arsA K01551	0	0	0	0	0	0	1	0	0	0	0
arsB K03325	1	0	0	0	0	0	1	0	0	0	0
arsB K03893	0	0	0	0	0	0	0	0	0	0	1
arsC K00537	0	0	0	0	0	0	0	0	0	0	1
arsC K03741	2	0	0	0	0	0	1	0	0	0	0
arsC K03741 K18701	0	0	0	0	0	0	0	0	1	0	0
arsR K03892	1	0	0	0	0	0	2	0	0	0	1
arsR2 K03892	0	0	0	0	0	0	0	0	0	0	1
artI K09996 K09997 K10014	0	0	0	0	0	0	0	0	0	0	1
artJ K09996 K09997 K10014	0	0	0	0	0	0	0	0	0	0	1
artP K02029 K02030	1	0	0	0	1	0	0	0	0	0	0
artP K02030	0	0	0	0	0	0	1	0	0	0	0
artP K10000	0	0	0	0	0	0	0	0	0	0	1
ascB K01223	0	0	0	0	0	0	1	0	0	0	0
ascB K01223 K05350	0	0	0	0	0	0	0	0	0	0	1
ascF K02752 K02753 K02755 K02756 K02757	0	0	0	0	0	0	0	0	0	0	1
ascG K03487	0	0	0	0	0	0	0	0	0	0	1
asd K00133	1	0	1	1	1	1	1	1	1	2	1
ask K00928	0	0	0	0	0	0	0	0	2	0	0
aslA	0	1	0	1	0	0	0	0	0	0	0
aslA K01130	0	0	0	0	0	0	0	0	0	0	1
aslB K06871	0	0	0	0	0	0	0	0	0	0	1
asmA K07289	0	0	0	0	0	0	0	0	0	0	1
asnA K01914	1	1	2	1	1	1	0	0	0	0	1
asnA2 K01424	0	0	0	0	0	0	1	0	0	0	0
asnB K01953	2	0	0	1	1	1	1	0	0	0	1
asnC K03718	0	1	0	2	0	0	0	2	1	0	0
asnC K03718 K03719	0	0	0	0	0	0	0	0	0	0	1
asnS K01893	1	1	1	1	1	1	1	1	0	1	2
asp	1	0	1	0	1	1	0	0	0	0	0
asp1	0	0	0	0	0	0	2	0	0	0	0
asp1 K12268	0	0	0	0	0	0	1	0	0	0	0
asp2 K12269	0	0	0	0	0	0	1	0	0	0	0
asp3 K12270	0	0	0	0	0	0	1	0	0	0	0
aspA K01744	0	1	0	1	0	0	0	1	0	0	1
aspB K00812	0	0	0	0	0	0	0	0	1	0	0
aspB K00812 K22457	0	0	0	0	0	0	1	0	0	0	0
aspB3	0	0	0	0	0	0	1	0	0	0	0
aspC K00812	0	0	0	1	0	0	0	1	1	0	0
aspC K00812 K08969 K14260	0	0	0	0	0	0	0	0	2	0	0
aspC K00812 K14260	0	0	0	1	0	0	0	2	0	0	0
aspC K00813 K00832	0	0	0	0	0	0	0	0	0	0	1
aspC K10907	0	0	1	0	1	1	0	0	0	0	0
aspC K14260	0	0	0	0	0	0	1	0	0	0	0
aspC2 K00812 K14260	0	1	0	0	0	0	0	0	0	0	0
aspD K09758	0	0	0	1	0	0	0	0	0	0	0
aspS K01876	1	2	1	1	0	1	1	1	1	1	1
aspS K01876 K09759	1	0	0	0	1	1	0	0	0	0	0
aspT K07085	0	0	0	1	0	0	0	0	0	0	0
aspT_5 K07085	0	0	0	1	0	0	0	0	0	0	0
asr	0	0	0	0	0	0	0	0	0	0	1
asrA	0	0	0	2	0	0	0	0	0	0	0
assT K01023	0	0	0	0	0	0	0	0	0	0	1
astB K01484	0	0	0	0	0	0	0	0	0	0	2
astD K06447	0	0	0	0	0	0	0	0	0	0	2
atoB K00626	0	0	0	0	1	0	0	0	0	0	1
atoC K02481 K07714	0	0	0	0	0	0	0	0	0	0	1
atoD K01034	0	0	0	0	0	0	0	0	0	0	1
atoS K07710	0	0	0	0	0	0	0	0	0	0	1
atpA K02111	1	0	0	2	2	2	1	2	1	1	1
atpA K02117	0	1	0	1	0	0	1	0	0	0	0
atpA2 K02117	0	0	1	0	0	0	0	0	0	0	0
atpB K02108	1	0	0	2	2	2	1	1	1	0	1
atpB K02118	0	0	1	0	0	0	0	0	0	0	0
atpC K02114	0	0	0	1	1	2	1	1	1	0	0
atpD K02112	1	0	0	1	2	2	1	2	1	2	3
atpD K02120	1	0	2	0	0	1	0	0	0	0	0
atpE K02110	1	0	0	1	2	2	1	1	0	0	1
atpE K02121	0	0	1	0	0	0	0	0	0	0	0
atpF K02109	0	0	0	1	1	2	1	1	1	1	1
atpF K02122	0	0	1	0	0	0	0	0	0	0	0
atpG K02115	1	0	0	1	2	2	1	1	1	1	0
atpH K02109 K02113	0	0	0	0	0	0	0	0	1	0	0
atpH K02113	1	0	0	1	1	2	1	1	0	0	0
atpI K02116	0	0	0	0	0	0	0	0	0	0	1
atsB	1	0	0	0	0	0	0	0	0	0	0
atsB K06871	1	1	0	1	0	0	0	1	0	0	0
atzB	0	0	1	0	0	0	0	0	0	0	0
atzC K01485	0	0	0	0	0	0	1	0	0	0	0
aviRb K03437	0	1	0	1	0	0	0	1	0	0	0
avtA K00835	0	0	0	0	0	0	0	0	0	0	1
azlC	0	0	0	0	1	0	0	0	0	0	0
azlD	0	0	1	0	1	1	1	0	1	0	0
azoR K01118	0	0	0	0	0	0	1	0	0	0	1
baeR K07664 K18144	0	0	0	0	0	0	0	0	0	0	1
baeS K07642	0	0	0	0	0	0	0	0	0	0	1
baiA K00059 K00076	1	0	0	0	0	0	0	0	0	0	0
bamA K07277	0	0	0	0	0	0	0	0	0	0	1
bamB K17713	0	0	0	0	0	0	0	0	0	0	1
bamC K07287	0	0	0	0	0	0	0	0	0	0	1
bamD K05807	0	0	0	0	0	0	0	0	0	0	1
bamE K06186	0	0	0	0	0	0	0	0	0	0	1
barA K07678	0	0	0	0	0	0	0	0	0	0	1
basR K07771	0	0	0	0	0	0	0	0	0	0	1
basS K07643 K07645	0	0	0	0	0	0	0	0	0	0	1
batA K07114	0	1	0	1	0	1	0	1	0	0	0
batB K07114	0	1	0	1	0	0	0	1	0	0	0
batC	0	1	0	1	0	0	0	1	0	0	0
batD	0	2	0	1	0	0	0	1	0	0	0
batE	0	1	0	1	0	0	0	0	0	0	0
bax K03796	0	0	0	0	0	0	0	0	0	0	1
bcd K00248	0	0	1	0	1	1	0	0	0	0	0
bcd2 K00248	0	0	1	0	0	0	0	0	0	0	0
bcfF	0	0	0	0	0	0	0	0	0	0	1
bcp K03564	3	1	0	1	0	0	0	0	1	0	1
bcr K03446 K07552	0	0	0	1	0	0	0	0	0	0	0
bcr K07552	0	0	0	0	0	0	0	0	0	0	1
bcrA K19309	0	0	0	0	1	0	0	0	0	0	0
bcrA_2 K01990 K20459	0	0	0	0	1	0	0	0	0	0	0
bcrB3 K01992	0	0	0	0	0	0	1	0	0	0	0
bcsA K00694 K20541	0	0	0	0	0	0	0	0	0	0	3
bcsB K00694 K20541	0	0	0	0	0	0	0	0	0	0	1
bcsC K20543	0	0	0	0	0	0	0	0	0	0	1
bcsE	0	0	0	0	0	0	0	0	0	0	1
bcsG	0	0	0	0	0	0	0	0	0	0	2
bcsP K07080	0	0	0	0	0	1	0	0	0	0	0
bcsZ K20542	0	0	0	0	0	0	0	0	0	0	1
bctA	0	0	0	1	0	0	0	0	0	0	0
bdhA	0	0	0	0	0	0	1	0	0	0	0
bdm	0	0	0	0	0	0	0	0	0	0	1
bepA	0	0	0	0	0	0	0	0	0	0	1
bepE_4 K03296 K18138	0	2	0	1	0	0	0	0	0	0	0
betC_2	0	0	0	1	0	0	0	0	0	0	0
bfd K02192	0	0	0	0	0	0	0	0	0	0	1
bfmBAB K11381	0	0	0	1	0	0	0	0	0	0	0
bfmBB K00658	0	0	0	1	0	0	0	0	0	0	0
bfr K03594	0	0	0	0	0	0	0	0	0	0	1
bga K01190	0	0	0	1	0	0	0	0	0	0	0
bga1 K12308	0	0	0	0	0	0	0	0	2	0	0
bgaA K01190	0	0	0	0	0	1	0	1	0	0	0
bgaC K12308	0	0	0	0	0	0	1	0	0	0	0
bgaR	0	0	0	0	0	0	1	0	0	0	0
bgl2 K05349	0	0	0	0	0	0	0	0	1	0	0
bglA K01223	0	0	0	0	0	0	3	0	0	0	0
bglA K01223 K05350	0	0	0	0	0	0	0	0	0	0	1
bglA_1	0	0	0	1	0	0	0	1	0	0	0
bglB K05349	0	0	0	1	0	1	0	0	1	0	0
bglB_3 K05349	0	0	0	1	0	0	0	0	0	0	0
bglB_4 K05349	0	1	0	0	0	0	0	0	0	0	0
bglC K01220 K01223 K05350	0	0	0	0	0	0	1	0	0	0	0
bglC K01223 K05350	0	0	0	0	0	0	3	0	0	0	0
bglH K02755 K02756 K02757	0	0	0	0	0	0	1	0	0	0	0
bglJ	0	0	0	0	0	0	0	0	0	0	1
bglX K01207 K05349	0	0	0	0	0	0	1	0	0	0	0
bglX K05349	0	0	0	1	0	0	0	0	0	0	1
bglX_2 K05349	0	0	0	1	0	0	0	0	0	0	0
bglY K12308	0	0	0	0	0	0	0	0	0	0	1
bhsA K12151	0	0	0	0	0	0	0	0	0	0	1
bioA K00833	0	0	0	1	0	0	0	0	0	0	1
bioA K00833 K03851 K12256 K15372	0	0	0	0	1	1	0	0	0	0	0
bioB K01012	0	0	0	0	0	1	0	0	0	0	1
bioC K02169	0	0	0	0	0	0	0	0	0	0	1
bioC K02169 K09789	0	0	0	2	0	0	0	0	0	0	0
bioD K01935	0	0	0	0	0	1	0	0	0	0	1
bioF K00639 K00652	0	0	0	2	0	0	0	1	0	0	0
bioF K00652	0	0	0	0	0	0	0	0	0	0	1
bioH K02170	0	0	0	0	0	0	0	0	0	0	1
bioY K03523	1	0	1	0	0	2	1	0	1	0	0
birA K03524	2	1	1	1	2	1	1	1	1	0	0
bisC K07306 K07309 K07310 K07811 K07812 K08351	0	0	0	0	0	0	0	0	0	0	1
blaI K02171	1	0	0	0	0	0	0	0	0	0	0
blaR K02172	1	0	0	0	0	1	0	0	0	0	0
blc K03098	0	1	0	0	0	0	0	0	0	0	1
bltR	0	0	0	0	0	1	0	0	0	0	0
bmpA K07335	0	0	1	0	0	0	0	0	0	0	0
bmr3_1 K18935	0	0	0	0	0	0	1	0	0	0	0
bolA K05527	0	0	0	0	0	0	0	0	0	0	1
bpeF K03296	0	2	0	1	1	0	0	0	0	0	0
braC K01999	1	0	0	0	0	1	0	0	0	0	0
brnQ K03311	0	0	0	0	0	0	1	0	0	0	2
brpA	0	0	0	0	0	0	1	0	0	0	0
bsaA K00432	0	0	0	1	0	0	0	0	0	0	0
bsh K01442	0	0	0	0	0	0	1	0	0	0	0
bsmA	0	0	0	0	0	0	0	0	0	0	1
bssR K19688	0	0	0	0	0	0	0	0	0	0	1
bssS K12148	0	0	0	0	0	0	0	0	0	0	1
btuB K16092	0	0	0	0	0	0	0	0	0	0	1
btuC K02015	2	2	0	2	1	1	0	0	0	0	0
btuC K06073	0	0	0	0	0	0	0	0	0	0	1
btuD K06074	0	0	0	0	0	0	0	0	0	0	1
btuE K00432	0	0	0	0	0	0	0	1	0	0	1
btuF K02016 K06858	0	0	0	0	0	0	0	0	0	0	1
btuR K19221	1	0	1	0	1	0	0	0	0	0	1
budA K01575	0	0	0	0	0	0	1	0	0	0	0
buk K00929	0	1	1	1	0	1	0	1	0	0	0
busAB K02001 K02002	0	0	0	0	0	0	1	0	0	0	0
busR	0	0	0	0	0	0	1	0	0	0	0
butA K03366	0	0	0	0	0	0	1	0	0	0	0
cI K01356	0	0	0	0	0	0	0	0	0	0	1
cadA	0	0	0	0	0	0	1	0	0	0	0
cadA K01534	2	0	3	2	2	2	3	1	0	0	0
cah K01673	0	0	0	1	0	0	0	0	1	0	0
cah K01674	0	0	0	0	0	0	1	0	0	0	0
cah3 K01060	0	0	0	0	0	0	1	0	0	0	0
caiA K00249 K04117 K08297 K11731	0	0	0	0	0	0	0	0	0	0	1
caiB K08298	0	0	0	0	0	0	0	0	0	0	1
caiC K02182	0	0	0	0	0	0	0	0	0	0	2
caiE K02617 K08279	0	0	0	0	0	0	0	0	0	0	1
caiF K08277	0	0	0	0	0	0	0	0	0	0	1
caiT K03451 K05245	0	0	0	0	0	0	0	0	0	0	1
camS	0	0	0	0	0	0	1	0	0	0	0
can K01673	0	0	0	0	0	0	0	0	0	0	1
cap	0	1	0	1	0	0	0	1	0	0	0
cap5D	0	0	0	0	0	0	0	1	0	0	0
capA K07282	1	0	0	0	2	0	1	0	0	0	0
capD	1	0	1	0	1	0	0	0	0	0	0
capD K17716	1	0	0	0	0	0	0	0	0	0	0
carA K01956	1	1	0	1	2	1	1	1	1	1	1
carB K01955	1	1	0	2	1	1	1	1	1	1	1
carD K07736	0	0	0	0	0	0	0	0	1	0	0
cas1 K15342	0	0	0	0	0	1	0	0	1	1	1
cas2 K09951	0	0	0	0	0	1	0	0	1	1	0
cas3 K07012	0	0	0	0	0	0	0	0	1	0	1
cas4 K07464	0	0	0	0	0	0	0	1	0	0	0
cas4 K07464 K15342	0	0	0	0	0	0	0	0	1	0	0
cas5d K19119	0	0	0	0	0	0	0	0	1	0	0
cas6f K19130	0	0	0	0	0	0	0	0	0	0	1
cas9 K09952	0	0	0	0	0	1	0	0	0	1	0
cat	0	0	0	0	1	1	1	0	0	0	0
cat K19271	0	0	0	1	0	0	0	0	0	1	0
catE K07104	0	0	0	0	0	0	1	0	0	0	0
cbgA K01190	0	0	0	0	0	2	0	0	0	0	0
cbh K01442	2	0	0	1	0	1	0	0	1	0	0
cbiA K02224	1	0	1	1	2	1	0	0	0	0	0
cbiA K07162	0	0	0	0	0	1	0	0	0	0	0
cbiD K02188	1	0	1	1	1	1	0	0	0	0	0
cbiE K00595	0	0	0	1	0	0	0	0	0	0	0
cbiG K00817 K02189 K05934 K05936 K13541	0	0	0	0	0	0	0	0	0	0	1
cbiG K02189	1	0	1	0	1	1	0	0	0	0	0
cbiK K02190	3	0	1	0	1	1	0	0	0	0	0
cbiM K02007	0	0	1	0	0	0	0	0	0	0	0
cbiM K02007 K02009 K16915	0	0	0	0	0	0	0	0	0	1	0
cbiM2 K02007	0	0	0	0	0	2	0	0	0	0	0
cbiN K02009	0	0	1	0	0	0	0	0	0	0	0
cbiO K01990	0	0	0	1	0	0	0	0	0	0	0
cbiO K02006	0	0	1	0	0	1	0	0	0	0	0
cbiO K02006 K02008 K16784 K16786	0	0	0	0	0	0	0	0	0	1	0
cbiO K16786 K16787	0	0	0	0	0	0	1	0	0	0	0
cbiO K16787	0	0	0	0	1	0	0	0	0	0	0
cbiO1 K16787	0	0	1	0	0	0	0	0	0	0	0
cbiQ K02007 K02008	0	0	0	0	0	0	0	0	0	1	0
cbiQ K02008	0	0	1	0	0	0	0	0	0	0	0
cbiQ K16785	0	0	0	0	0	0	0	0	1	0	0
cbiT K00595	0	0	1	0	0	0	0	0	0	0	0
cbiT K00595 K02191	1	0	0	0	1	0	0	0	0	0	0
cbiX K03795	0	0	0	0	0	0	0	1	0	1	0
cbl K13634 K13635	0	0	0	0	0	0	0	0	0	0	1
cbpA K05516	0	0	0	0	0	0	0	0	0	0	1
cbpM K18997	0	0	0	0	0	0	0	0	0	0	1
cbrA K10960	0	0	0	0	0	0	0	0	0	0	1
cbs K01697 K01738	0	0	0	0	0	0	0	0	1	0	0
cca K00970 K00974	1	1	0	1	1	1	0	1	0	0	0
cca K00974	0	0	0	0	0	0	1	0	0	0	1
ccdA K06196	0	0	1	0	0	0	0	0	0	0	0
ccdA K19164	0	0	0	0	0	0	0	0	0	0	2
ccdB K19163	0	0	0	0	0	0	0	0	0	0	2
cckA K02482	0	0	0	0	0	0	1	0	0	0	0
ccmA K02193	0	0	0	0	0	0	0	0	0	0	1
ccmB K02194	0	0	0	0	0	0	0	0	0	0	1
ccmC	0	0	0	1	0	0	0	1	0	0	0
ccmC K02195	0	0	0	0	0	0	0	0	0	0	1
ccmD K02196	0	0	0	0	0	0	0	0	0	0	1
ccmE K02197	0	0	0	0	0	0	0	0	0	0	1
ccmF K02198	0	0	0	0	0	0	0	0	0	0	2
ccmH K02200	0	0	0	0	0	0	0	0	0	0	1
ccmL K04028	0	0	1	0	0	0	0	0	0	0	0
ccpA K02529	0	0	0	0	0	0	1	0	0	0	0
ccpA K02529 K03487	0	0	0	0	0	1	0	0	0	0	0
ccpB	0	0	0	0	0	0	1	0	0	0	0
ccpM K06871	0	0	0	0	0	4	0	0	0	0	0
ccpN	0	0	0	0	0	0	1	0	0	0	0
ccs1	0	0	0	1	0	0	0	0	0	0	0
ccsA	0	0	0	1	0	0	0	0	0	0	0
cdaR K02647	0	0	0	0	0	0	0	0	0	0	1
cdaR_3 K02647	1	0	0	0	0	1	0	0	0	0	0
cdd K01489	1	1	1	1	1	1	1	1	0	0	1
cdh K01521	0	0	0	0	0	0	0	0	0	0	1
cdhC K14138	2	0	0	0	0	0	0	0	0	0	0
cdr	2	0	1	1	0	0	1	1	0	0	0
cdsA K00981	1	1	1	1	1	2	1	1	2	0	2
ce K01787	0	1	0	2	0	0	0	0	0	0	0
cedA K15722	0	0	0	0	0	0	0	0	0	0	1
celA K01179	0	0	0	1	0	0	0	0	0	0	0
celB K02761	0	0	0	0	0	0	2	0	0	0	2
celC K01179	0	0	0	2	0	0	0	0	0	0	0
celD K02761	0	0	0	0	0	0	1	0	0	0	0
celF K01222	0	0	0	0	0	0	1	0	0	0	0
celH K05350	0	0	0	0	0	0	1	0	0	0	0
cfa K00574	0	0	0	0	0	1	0	0	0	0	1
cfiA K01960	0	0	0	1	0	0	0	0	0	0	0
cfr9IM K00590	0	0	0	0	2	1	0	0	0	0	0
cggR K05311	0	0	0	0	0	0	1	0	0	0	0
chaA K07300	0	0	0	0	0	0	0	0	0	0	1
chaB K06197	0	0	0	0	0	0	0	0	0	0	1
chaC K07232	0	0	0	0	0	0	0	0	0	0	1
chbB K02760	0	0	0	0	0	0	0	0	0	0	1
chbC K02761	0	0	0	0	0	0	1	0	0	0	0
chbF K01222	0	0	0	0	0	0	0	0	0	0	2
chbR K03490	0	0	0	0	0	0	0	0	0	0	1
cheA	0	0	0	1	0	0	0	0	0	0	0
cheA K03407	0	0	1	0	0	2	1	0	0	0	1
cheB K03412	0	0	1	0	0	0	1	0	0	0	1
cheC K03410	0	0	1	0	0	1	1	0	0	0	0
cheD K03411	0	0	1	0	0	1	1	0	0	0	0
cheR K00575	0	0	1	0	0	1	1	0	0	0	1
cheV K03407 K03415	0	0	1	0	0	1	0	0	0	0	0
cheW K03408	0	0	0	0	0	0	0	0	0	0	1
cheW1 K03408	0	0	1	0	0	0	0	0	0	0	0
cheY K03413	0	0	1	0	0	0	1	0	0	0	1
cheZ K03414	0	0	0	0	0	0	0	0	0	0	1
chiA	0	0	0	0	0	0	0	0	1	0	0
chiP	0	0	0	0	0	0	0	0	0	0	1
cho K05984	0	0	0	0	0	0	0	0	0	0	1
chonabc K08961	0	1	0	1	0	0	0	0	0	0	0
chrA K07240	0	0	0	1	0	0	0	1	0	0	0
chrA1 K07240	0	0	1	0	1	0	0	0	0	0	0
chrA2 K07240	0	0	1	0	1	0	0	0	0	0	0
chuT K02016	0	0	0	0	0	0	0	0	0	0	1
chvB1 K00702 K13688 K21298	0	0	0	0	0	0	1	0	0	0	0
chvE K10546	0	0	0	0	0	0	1	0	0	0	0
ciaH K14982	0	0	0	0	0	0	1	0	0	0	0
ciaR K14983	0	0	0	0	0	0	1	0	0	0	0
cicA	0	0	0	0	0	0	0	1	0	0	0
cidA K06518	0	0	0	0	0	0	0	0	0	0	1
cinA K03742 K03743	1	2	1	1	2	1	1	1	0	0	0
cirA K16089 K19611	0	0	0	0	0	0	0	0	0	0	1
citB K01681	1	0	0	0	0	0	0	0	0	0	0
citC K01910	0	0	0	0	0	0	1	1	0	0	1
citD K01646	0	0	0	0	0	0	1	1	0	0	1
citE	0	0	0	0	0	0	0	2	0	0	0
citE K01644	0	0	0	0	0	0	1	0	0	0	1
citF	0	0	0	0	0	0	0	1	0	0	0
citF K01643	0	0	0	0	0	0	1	0	0	0	1
citG K05966	0	0	0	0	0	0	1	0	0	0	0
citG K05966 K13927 K13930	0	0	0	0	0	0	0	0	0	0	1
citM K03300	0	0	0	0	0	0	1	0	0	0	0
citR	0	0	0	0	0	0	1	0	0	0	0
citT K09477	0	0	0	0	0	0	0	0	0	0	1
citX K05964	0	0	0	0	0	0	1	0	0	0	1
citX K05964 K13927	0	0	0	0	0	0	0	1	0	0	0
clcA	0	0	1	0	0	0	0	0	0	0	0
clcA K03281	1	0	0	0	1	1	0	0	0	0	1
clcB K03281	0	1	0	1	0	0	0	1	0	0	1
clpA K03694	0	0	0	0	0	0	0	2	0	0	1
clpB K03695	0	1	0	1	0	0	1	2	0	0	1
clpB K03695 K03696	1	0	1	0	1	1	0	0	2	0	0
clpC K03696	1	1	1	1	1	1	1	1	1	0	0
clpE K03697	0	0	0	0	0	0	1	0	0	0	0
clpP K01358	1	1	1	1	0	1	1	1	1	0	1
clpP1 K01358	0	0	0	0	0	0	0	0	1	0	0
clpS K06891	0	0	0	0	0	0	0	1	0	0	1
clpV K11907	0	0	0	0	0	0	0	0	0	0	3
clpX K03544	1	1	1	1	1	1	1	1	1	1	1
clpX_1 K03544	1	0	0	0	0	1	0	0	0	0	0
cls K06131	0	0	0	2	1	0	2	3	0	0	0
cls1 K06131	0	0	0	0	1	0	0	0	0	0	0
